league,season,team_id,team_code,team_name,g,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,min,off_rating,def_rating,net_rating,pace,poss,ts_pct,efg_pct,pie,orb_pct,drb_pct,tov_pct,ft_rate,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,opp_pts,opp_fgm,opp_fga,opp_ftm,opp_fta,opp_tov,opp_oreb,opp_dreb,source,srs,srs_off,srs_def,sos
WNBA,2009,1611661329,CHI,Chicago Sky,34,16,18,0.471,930,2136,0.435,186,471,0.395,527,693,0.76,307,776,1083,532,249,138,532.0,605,2573,1365.0,98.3,102.9,-4.6,92.06,2618,0.527,0.479,0.469,0.322,0.642,0.203,0.324,0.488,0.187,0.358,0.27,2693.0,1004.0,2269.0,479.0,613.0,489.0,359.0,797.0,nba_api:leaguedashteamstats,-3.0130683629219006,-2.046903230733663,-0.9661651321882374,0.5163434017839816
WNBA,2009,1611661323,CON,Connecticut Sun,34,16,18,0.471,966,2381,0.406,202,639,0.316,517,692,0.747,358,826,1184,608,250,130,453.0,677,2651,1395.0,96.7,96.5,0.2,94.5,2742,0.494,0.448,0.491,0.305,0.673,0.165,0.291,0.461,0.2,0.327,0.334,2654.0,953.0,2236.0,591.0,746.0,549.0,329.0,945.0,nba_api:leaguedashteamstats,-0.16216963182897715,-0.2313536460701453,0.06918401424116816,-0.07393433771133008
WNBA,2009,1611661321,DET,Detroit Shock,34,18,16,0.529,980,2277,0.43,153,436,0.351,539,721,0.748,373,853,1226,575,261,97,546.0,766,2652,1395.0,97.3,97.2,0.1,93.68,2725,0.511,0.464,0.51,0.359,0.68,0.2,0.317,0.457,0.195,0.32,0.369,2644.0,902.0,2201.0,632.0,813.0,531.0,320.0,781.0,nba_api:leaguedashteamstats,0.16284888503547634,-0.34597558763297265,0.508824472668449,-0.07244523261158248
WNBA,2009,1611661325,IND,Indiana Fever,34,22,12,0.647,877,2192,0.4,208,628,0.331,613,746,0.822,341,769,1110,519,370,115,526.0,690,2575,1375.0,96.5,93.3,3.2,93.05,2669,0.511,0.448,0.527,0.333,0.66,0.197,0.34,0.466,0.238,0.34,0.33,2483.0,900.0,2097.0,529.0,692.0,634.0,318.0,843.0,nba_api:leaguedashteamstats,2.6501316994976247,-2.005437740156189,4.655569439653814,-0.43810359462002246
WNBA,2009,1611661320,LAS,Los Angeles Sparks,34,18,16,0.529,973,2264,0.43,152,512,0.297,435,550,0.791,365,883,1248,587,217,166,568.0,583,2533,1385.0,96.8,95.6,1.2,90.59,2616,0.505,0.463,0.535,0.392,0.685,0.217,0.243,0.446,0.177,0.315,0.275,2498.0,903.0,2262.0,479.0,623.0,463.0,320.0,730.0,nba_api:leaguedashteamstats,0.5792198831252824,-4.852830720268811,5.432050603394093,-0.20865890475350546
WNBA,2009,1611661324,MIN,Minnesota Lynx,34,14,20,0.412,949,2257,0.42,242,695,0.348,590,765,0.771,325,762,1087,509,301,128,513.0,693,2730,1375.0,100.3,103.5,-3.2,95.2,2723,0.526,0.474,0.464,0.325,0.652,0.188,0.339,0.504,0.199,0.348,0.315,2827.0,1041.0,2260.0,550.0,711.0,543.0,317.0,848.0,nba_api:leaguedashteamstats,-2.471785045942182,2.2593608761249264,-4.731145922067109,0.3517443658225239
WNBA,2009,1611661313,NYL,New York Liberty,34,13,21,0.382,900,2168,0.415,254,710,0.358,458,582,0.787,280,802,1082,526,276,121,543.0,637,2512,1380.0,95.4,96.2,-0.7,91.62,2632,0.518,0.474,0.485,0.298,0.665,0.206,0.268,0.465,0.208,0.335,0.312,2535.0,906.0,2157.0,531.0,673.0,548.0,333.0,869.0,nba_api:leaguedashteamstats,-0.363772003770892,-4.536191051010031,4.172419047239139,0.06047042047153223
WNBA,2009,1611661317,PHO,Phoenix Mercury,34,23,11,0.676,1119,2433,0.46,257,659,0.39,643,752,0.855,284,900,1184,621,221,180,496.0,738,3138,1370.0,108.8,104.2,4.7,100.96,2883,0.568,0.513,0.531,0.322,0.637,0.172,0.309,0.461,0.158,0.363,0.333,3000.0,1081.0,2562.0,638.0,852.0,455.0,420.0,853.0,nba_api:leaguedashteamstats,3.4755833751104035,15.716378419984554,-12.240795044874151,-0.20088721312489044
WNBA,2009,1611661318,SAC,Sacramento Monarchs,34,12,22,0.353,946,2194,0.431,132,389,0.339,586,744,0.788,391,763,1154,540,289,98,584.0,645,2610,1370.0,98.0,101.2,-3.2,93.25,2664,0.518,0.461,0.488,0.393,0.651,0.219,0.339,0.498,0.217,0.349,0.264,2690.0,994.0,2221.0,479.0,586.0,576.0,326.0,702.0,nba_api:leaguedashteamstats,-2.1033639933105848,-1.8564285975592574,-0.2469353957513274,0.24957718316000355
WNBA,2009,1611661319,SAS,San Antonio Silver Stars,34,15,19,0.441,936,2190,0.427,256,739,0.346,487,626,0.778,281,768,1049,598,257,116,509.0,596,2615,1390.0,99.4,101.2,-1.8,90.82,2631,0.53,0.486,0.496,0.314,0.641,0.193,0.286,0.477,0.191,0.359,0.272,2661.0,1000.0,2279.0,488.0,620.0,502.0,364.0,824.0,nba_api:leaguedashteamstats,-1.208627151205358,-1.80906017650666,0.6004330253013022,0.1443140252652304
WNBA,2009,1611661328,SEA,Seattle Storm,34,20,14,0.588,909,2116,0.43,171,486,0.352,555,707,0.785,316,788,1104,536,276,150,555.0,710,2544,1405.0,97.4,95.0,2.5,89.13,2611,0.524,0.47,0.524,0.338,0.651,0.213,0.334,0.457,0.213,0.349,0.312,2476.0,882.0,2150.0,510.0,671.0,555.0,332.0,746.0,nba_api:leaguedashteamstats,1.765057059320993,-4.588884737910147,6.3539417972311405,-0.2349429406790069
WNBA,2009,1611661322,WAS,Washington Mystics,34,16,18,0.471,933,2205,0.423,139,426,0.326,580,828,0.7,388,803,1191,453,314,118,607.0,725,2585,1375.0,94.7,96.4,-1.7,95.13,2730,0.503,0.455,0.476,0.371,0.672,0.222,0.376,0.47,0.212,0.328,0.346,2622.0,945.0,2184.0,570.0,755.0,576.0,322.0,789.0,nba_api:leaguedashteamstats,-0.8966538817737719,-2.175596770425698,1.278942888651926,0.19158141234387505
WNBA,2010,1611661330,ATL,Atlanta Dream,34,19,15,0.559,1087,2449,0.444,131,453,0.289,598,843,0.709,436,883,1319,666,304,141,569.0,709,2903,1370.0,100.2,97.6,2.7,101.47,2896,0.515,0.471,0.516,0.38,0.679,0.196,0.344,0.469,0.2,0.321,0.351,2826.0,1019.0,2345.0,625.0,823.0,578.0,328.0,833.0,nba_api:leaguedashteamstats,2.9606481481481435,6.816612605944495,-3.855964457796351,0.6959422657952024
WNBA,2010,1611661329,CHI,Chicago Sky,34,14,20,0.412,942,2158,0.437,174,510,0.341,528,709,0.745,310,767,1077,581,284,160,497.0,599,2586,1375.0,99.0,100.2,-1.1,91.06,2611,0.523,0.477,0.499,0.325,0.651,0.19,0.329,0.491,0.205,0.349,0.272,2611.0,978.0,2202.0,448.0,598.0,535.0,342.0,793.0,nba_api:leaguedashteamstats,0.47346866096864915,-3.5993909307486938,4.072859591717343,1.208762778615708
WNBA,2010,1611661323,CON,Connecticut Sun,34,17,17,0.5,1008,2358,0.427,213,640,0.333,525,655,0.802,357,883,1240,604,241,130,499.0,606,2754,1380.0,100.5,98.9,1.7,95.39,2739,0.52,0.473,0.509,0.331,0.68,0.182,0.278,0.474,0.181,0.32,0.269,2715.0,1017.0,2350.0,488.0,633.0,497.0,344.0,866.0,nba_api:leaguedashteamstats,2.307514245014236,2.144140481963756,0.16337376305047968,1.1604554214848242
WNBA,2010,1611661325,IND,Indiana Fever,34,21,13,0.618,941,2147,0.438,216,591,0.365,563,720,0.782,327,779,1106,567,331,171,551.0,705,2661,1375.0,100.5,94.9,5.7,92.53,2647,0.54,0.489,0.547,0.334,0.647,0.208,0.335,0.458,0.227,0.353,0.336,2518.0,885.0,2128.0,567.0,716.0,603.0,339.0,783.0,nba_api:leaguedashteamstats,4.447827635327629,-1.9225562711554125,6.370383906483042,0.2419452823864523
WNBA,2010,1611661320,LAS,Los Angeles Sparks,34,13,21,0.382,972,2205,0.441,201,597,0.337,503,612,0.822,260,788,1048,626,244,123,496.0,571,2648,1365.0,99.2,103.2,-4.0,94.0,2670,0.535,0.486,0.491,0.28,0.651,0.186,0.278,0.488,0.181,0.349,0.27,2761.0,1025.0,2322.0,494.0,627.0,484.0,357.0,842.0,nba_api:leaguedashteamstats,-3.8153490028489743,-3.7726986654788317,-0.042650337370142566,-0.4918195910842682
WNBA,2010,1611661324,MIN,Minnesota Lynx,34,13,21,0.382,944,2375,0.397,169,526,0.321,618,818,0.756,394,803,1197,507,304,112,493.0,682,2675,1385.0,96.4,100.5,-4.1,96.23,2776,0.489,0.433,0.448,0.351,0.685,0.178,0.344,0.495,0.203,0.315,0.33,2791.0,998.0,2236.0,578.0,737.0,564.0,297.0,891.0,nba_api:leaguedashteamstats,-4.093839031339037,-2.6177626452410934,-1.4760763860979438,-0.6820743254566843
WNBA,2010,1611661313,NYL,New York Liberty,34,22,12,0.647,1001,2212,0.453,233,570,0.409,458,560,0.818,295,767,1062,631,278,100,494.0,645,2693,1375.0,103.0,98.7,4.3,91.32,2615,0.548,0.505,0.529,0.323,0.669,0.189,0.253,0.477,0.203,0.331,0.326,2583.0,929.0,2133.0,549.0,696.0,530.0,309.0,778.0,nba_api:leaguedashteamstats,3.7177706552706535,-0.47831751980458304,4.196088175075237,0.48247653762359466
WNBA,2010,1611661317,PHO,Phoenix Mercury,34,15,19,0.441,1151,2432,0.473,252,701,0.359,638,752,0.848,295,920,1215,686,237,148,519.0,679,3192,1390.0,108.4,108.3,0.1,101.7,2945,0.578,0.525,0.504,0.29,0.664,0.176,0.309,0.502,0.151,0.336,0.295,3188.0,1186.0,2605.0,571.0,769.0,445.0,397.0,883.0,nba_api:leaguedashteamstats,-0.8153490028490005,14.468680644865994,-15.284029647714995,-0.9329960616725299
WNBA,2010,1611661319,SAS,San Antonio Silver Stars,34,14,20,0.412,972,2110,0.461,195,587,0.332,472,619,0.763,266,757,1023,599,255,84,522.0,574,2611,1360.0,99.7,104.1,-4.4,92.35,2618,0.548,0.507,0.477,0.291,0.663,0.199,0.293,0.507,0.187,0.337,0.289,2722.0,1027.0,2197.0,494.0,636.0,489.0,330.0,796.0,nba_api:leaguedashteamstats,-4.196403133903138,-4.962148144799015,0.765745010895877,-0.9316972515501964
WNBA,2010,1611661328,SEA,Seattle Storm,34,28,6,0.824,992,2228,0.445,246,667,0.369,551,695,0.793,394,840,1234,636,281,128,524.0,704,2781,1380.0,105.5,95.5,10.0,91.57,2635,0.549,0.5,0.578,0.381,0.689,0.199,0.312,0.456,0.196,0.311,0.326,2512.0,888.0,2152.0,550.0,702.0,515.0,308.0,705.0,nba_api:leaguedashteamstats,5.415420227920214,-1.157314050094226,6.57273427801444,-2.496344477962139
WNBA,2010,1611661321,TUL,Tulsa Shock,34,6,28,0.176,984,2323,0.424,198,554,0.357,486,684,0.711,344,731,1075,567,332,144,616.0,671,2652,1365.0,93.2,107.2,-14.0,100.06,2844,0.505,0.466,0.394,0.321,0.627,0.217,0.294,0.528,0.211,0.373,0.327,3053.0,1092.0,2324.0,599.0,759.0,602.0,383.0,893.0,nba_api:leaguedashteamstats,-10.78614672364671,-1.8432268362225233,-8.942919887424186,1.007970923412115
WNBA,2010,1611661322,WAS,Washington Mystics,34,22,12,0.647,946,2098,0.451,160,454,0.352,563,726,0.775,341,821,1162,473,277,79,589.0,682,2615,1370.0,100.0,95.8,4.3,91.36,2614,0.541,0.489,0.527,0.376,0.704,0.225,0.346,0.464,0.203,0.296,0.332,2491.0,896.0,2101.0,540.0,697.0,527.0,285.0,676.0,nba_api:leaguedashteamstats,4.38443732193732,-3.076018669229874,7.460455991167194,0.7373784984079079
WNBA,2011,1611661330,ATL,Atlanta Dream,34,20,14,0.588,1084,2432,0.446,74,284,0.261,563,811,0.694,391,837,1228,627,317,181,511.0,636,2805,1375.0,99.4,97.3,2.1,98.5,2821,0.503,0.461,0.523,0.373,0.664,0.181,0.333,0.472,0.21,0.336,0.296,2747.0,1006.0,2333.0,544.0,690.0,593.0,351.0,827.0,nba_api:leaguedashteamstats,1.350265650265655,5.925571624375851,-4.575305974110196,-0.3556167026755215
WNBA,2011,1611661329,CHI,Chicago Sky,34,14,20,0.412,943,2153,0.438,163,448,0.364,475,616,0.771,310,838,1148,567,269,185,599.0,618,2524,1370.0,95.4,96.2,-0.8,92.92,2647,0.521,0.476,0.497,0.338,0.663,0.226,0.286,0.455,0.189,0.337,0.303,2556.0,936.0,2240.0,518.0,679.0,501.0,331.0,776.0,nba_api:leaguedashteamstats,-0.6906213906213732,-3.109332407747297,2.418711017125924,0.2505550799668621
WNBA,2011,1611661323,CON,Connecticut Sun,34,21,13,0.618,1010,2384,0.424,202,557,0.363,502,658,0.763,340,869,1209,583,248,116,446.0,533,2724,1385.0,99.9,95.6,4.3,94.61,2727,0.509,0.466,0.523,0.317,0.682,0.164,0.276,0.471,0.192,0.318,0.235,2612.0,1003.0,2340.0,409.0,549.0,526.0,345.0,895.0,nba_api:leaguedashteamstats,2.7982386232386185,3.029166405793215,-0.23092778255459656,-0.4958790238202049
WNBA,2011,1611661325,IND,Indiana Fever,34,21,13,0.618,936,2114,0.443,223,589,0.379,548,695,0.788,295,778,1073,556,299,165,502.0,609,2643,1365.0,102.0,96.9,5.0,91.09,2592,0.546,0.496,0.546,0.32,0.632,0.194,0.329,0.465,0.209,0.368,0.3,2510.0,925.0,2182.0,481.0,655.0,542.0,359.0,776.0,nba_api:leaguedashteamstats,3.107022407022428,0.029756454367137586,3.0772659526552903,-0.8047422988599249
WNBA,2011,1611661320,LAS,Los Angeles Sparks,34,15,19,0.441,973,2188,0.445,237,598,0.396,440,554,0.794,293,784,1077,617,249,115,516.0,575,2623,1380.0,99.5,103.8,-4.3,91.62,2637,0.539,0.499,0.489,0.3,0.653,0.196,0.253,0.491,0.176,0.347,0.245,2731.0,1042.0,2332.0,440.0,572.0,464.0,376.0,808.0,nba_api:leaguedashteamstats,-2.7591880341880826,0.1702611610981677,-2.9294491952862503,0.4172825540472114
WNBA,2011,1611661324,MIN,Minnesota Lynx,34,27,7,0.794,1074,2330,0.461,169,459,0.368,454,616,0.737,371,871,1242,617,249,124,439.0,603,2771,1360.0,105.5,95.4,10.2,92.66,2626,0.533,0.497,0.583,0.362,0.711,0.167,0.264,0.466,0.194,0.289,0.282,2503.0,896.0,2169.0,480.0,611.0,508.0,268.0,757.0,nba_api:leaguedashteamstats,6.9169900669901,3.172202905156186,3.744787161833914,-0.9653628741863711
WNBA,2011,1611661313,NYL,New York Liberty,34,19,15,0.559,999,2306,0.433,197,551,0.358,389,504,0.772,358,757,1115,534,286,129,504.0,644,2584,1370.0,98.5,96.9,1.6,91.92,2624,0.511,0.476,0.502,0.349,0.651,0.192,0.219,0.473,0.22,0.349,0.3,2542.0,923.0,2154.0,506.0,646.0,576.0,308.0,792.0,nba_api:leaguedashteamstats,1.0414818664818664,-1.5750184241980607,2.616500290679927,-0.19381225116519252
WNBA,2011,1611661317,PHO,Phoenix Mercury,34,19,15,0.559,1062,2303,0.461,239,641,0.373,662,778,0.851,310,884,1194,652,223,132,524.0,681,3025,1375.0,107.3,103.7,3.5,98.41,2820,0.572,0.513,0.53,0.319,0.677,0.186,0.338,0.487,0.164,0.323,0.3,2923.0,1071.0,2435.0,553.0,731.0,462.0,346.0,818.0,nba_api:leaguedashteamstats,2.521477246477243,12.686010931575453,-10.16453368509821,-0.47852275352275697
WNBA,2011,1611661319,SAS,San Antonio Silver Stars,34,18,16,0.529,969,2251,0.43,221,620,0.356,481,640,0.752,241,824,1065,617,286,124,434.0,593,2640,1370.0,98.7,96.1,2.6,93.65,2674,0.521,0.48,0.513,0.258,0.677,0.162,0.284,0.467,0.205,0.323,0.292,2568.0,940.0,2200.0,513.0,642.0,549.0,312.0,946.0,nba_api:leaguedashteamstats,1.8158119658119887,-0.177607502496258,1.9934194683082467,-0.30183509301154077
WNBA,2011,1611661328,SEA,Seattle Storm,34,21,13,0.618,892,2036,0.438,213,599,0.356,439,549,0.8,269,807,1076,545,253,117,547.0,643,2436,1360.0,97.2,94.8,2.4,88.43,2506,0.535,0.49,0.514,0.323,0.685,0.218,0.27,0.458,0.192,0.315,0.27,2375.0,885.0,2116.0,437.0,572.0,482.0,291.0,722.0,nba_api:leaguedashteamstats,1.3960441210440981,-6.775482049383606,8.171526170427704,-0.39807352601472545
WNBA,2011,1611661321,TUL,Tulsa Shock,34,3,31,0.088,848,2140,0.396,167,589,0.284,490,611,0.802,303,740,1043,491,251,106,582.0,681,2353,1365.0,89.5,106.2,-16.7,92.41,2628,0.488,0.435,0.365,0.315,0.685,0.221,0.286,0.528,0.185,0.315,0.314,2791.0,1046.0,2159.0,512.0,679.0,485.0,282.0,828.0,nba_api:leaguedashteamstats,-10.849468699468684,-7.247733930798431,-3.6017347686702523,2.0328842417077873
WNBA,2011,1611661322,WAS,Washington Mystics,34,6,28,0.176,878,2165,0.406,171,520,0.329,481,658,0.731,391,735,1126,476,282,113,576.0,637,2408,1375.0,93.2,103.6,-10.5,90.22,2585,0.491,0.445,0.399,0.376,0.665,0.223,0.304,0.501,0.19,0.335,0.31,2678.0,995.0,2142.0,531.0,664.0,492.0,303.0,779.0,nba_api:leaguedashteamstats,-6.648053823053834,-6.127795167742336,-0.5202586553114976,1.2931226475344015
WNBA,2012,1611661330,ATL,Atlanta Dream,34,19,15,0.559,1004,2315,0.434,144,487,0.296,520,704,0.739,349,835,1184,613,333,159,559.0,589,2672,1385.0,97.0,93.3,3.7,95.57,2755,0.509,0.465,0.534,0.35,0.67,0.203,0.304,0.46,0.217,0.33,0.27,2576.0,947.0,2282.0,477.0,616.0,600.0,343.0,831.0,nba_api:leaguedashteamstats,2.3758903133903138,1.394613129526923,0.9812771838633907,-0.4476390983743923
WNBA,2012,1611661329,CHI,Chicago Sky,34,14,20,0.412,957,2221,0.431,209,615,0.34,435,596,0.73,364,824,1188,553,297,129,605.0,664,2558,1390.0,96.7,97.1,-0.4,91.3,2645,0.515,0.478,0.484,0.38,0.689,0.229,0.268,0.475,0.204,0.311,0.321,2566.0,922.0,2147.0,527.0,690.0,538.0,276.0,746.0,nba_api:leaguedashteamstats,-0.2394943019943021,-2.05101021264813,1.8115159106538279,-0.004200184347243285
WNBA,2012,1611661323,CON,Connecticut Sun,34,25,9,0.735,1013,2350,0.431,199,559,0.356,549,664,0.827,351,819,1170,580,271,107,493.0,540,2774,1380.0,102.6,97.1,5.4,94.16,2705,0.525,0.473,0.531,0.345,0.658,0.182,0.283,0.475,0.201,0.342,0.231,2631.0,1008.0,2344.0,404.0,542.0,545.0,348.0,853.0,nba_api:leaguedashteamstats,3.148682336182354,4.481440175405702,-1.3327578392233477,-1.0572000167588227
WNBA,2012,1611661325,IND,Indiana Fever,34,22,12,0.647,930,2226,0.418,270,675,0.4,533,655,0.814,338,757,1095,563,324,146,464.0,570,2663,1370.0,103.1,95.5,7.6,90.34,2583,0.53,0.478,0.559,0.345,0.633,0.18,0.294,0.471,0.23,0.367,0.267,2459.0,925.0,2154.0,431.0,576.0,592.0,356.0,813.0,nba_api:leaguedashteamstats,4.939992877492874,0.5042506184747575,4.435742259018117,-1.060007122507126
WNBA,2012,1611661320,LAS,Los Angeles Sparks,34,24,10,0.706,1059,2312,0.458,194,540,0.359,545,687,0.793,382,872,1254,604,303,179,550.0,621,2857,1365.0,104.2,97.0,7.2,96.4,2741,0.546,0.5,0.56,0.364,0.646,0.201,0.297,0.46,0.195,0.354,0.269,2661.0,992.0,2385.0,469.0,641.0,536.0,382.0,759.0,nba_api:leaguedashteamstats,4.969551282051249,6.251347610722572,-1.281796328671323,-0.795154600301692
WNBA,2012,1611661324,MIN,Minnesota Lynx,34,27,7,0.794,1100,2326,0.473,226,565,0.4,497,658,0.755,380,905,1285,706,260,159,517.0,602,2923,1375.0,108.6,96.5,12.2,93.84,2691,0.559,0.521,0.609,0.385,0.679,0.192,0.283,0.454,0.184,0.321,0.269,2590.0,947.0,2328.0,474.0,626.0,493.0,340.0,713.0,nba_api:leaguedashteamstats,8.582799145299148,7.675428438898265,0.9073707064008829,-1.211318501759676
WNBA,2012,1611661313,NYL,New York Liberty,34,15,19,0.441,968,2280,0.425,204,575,0.355,344,454,0.758,341,794,1135,532,252,142,555.0,574,2484,1360.0,95.2,100.5,-5.3,92.14,2609,0.501,0.469,0.457,0.349,0.645,0.213,0.2,0.475,0.188,0.355,0.279,2625.0,972.0,2264.0,472.0,632.0,491.0,367.0,801.0,nba_api:leaguedashteamstats,-3.415420227920225,-3.9040593825076577,0.4886391545874327,0.7316385956091871
WNBA,2012,1611661317,PHO,Phoenix Mercury,34,7,27,0.206,920,2395,0.384,193,655,0.295,500,657,0.761,417,855,1272,465,243,129,561.0,696,2533,1370.0,91.6,106.8,-15.2,96.82,2766,0.472,0.424,0.38,0.355,0.652,0.203,0.274,0.49,0.165,0.348,0.302,2949.0,1063.0,2434.0,564.0,735.0,455.0,367.0,862.0,nba_api:leaguedashteamstats,-10.133012820512832,-1.9206240957318599,-8.212388724780972,2.102281297134226
WNBA,2012,1611661319,SAS,San Antonio Silver Stars,34,21,13,0.618,1024,2301,0.445,253,675,0.375,489,631,0.775,325,803,1128,642,302,116,444.0,531,2790,1370.0,105.6,98.9,6.7,92.64,2643,0.541,0.5,0.548,0.318,0.664,0.168,0.274,0.484,0.201,0.336,0.241,2616.0,978.0,2263.0,424.0,545.0,532.0,340.0,847.0,nba_api:leaguedashteamstats,4.326388888888893,3.7023957244862515,0.6239931644026413,-0.7912581699346362
WNBA,2012,1611661328,SEA,Seattle Storm,34,16,18,0.471,870,2006,0.434,238,679,0.351,443,590,0.751,228,855,1083,577,205,101,578.0,602,2421,1365.0,94.6,94.8,-0.1,90.18,2559,0.534,0.493,0.507,0.284,0.66,0.226,0.295,0.438,0.18,0.34,0.274,2436.0,877.0,2244.0,470.0,615.0,462.0,360.0,785.0,nba_api:leaguedashteamstats,-0.4407051282051153,-7.8330909392331804,7.392385811028065,-0.028940422322762394
WNBA,2012,1611661321,TUL,Tulsa Shock,34,9,25,0.265,932,2302,0.405,271,714,0.38,491,677,0.725,331,671,1002,521,329,94,501.0,649,2626,1375.0,96.4,104.9,-8.5,95.16,2724,0.505,0.464,0.408,0.307,0.623,0.184,0.294,0.531,0.229,0.377,0.304,2863.0,1047.0,2197.0,529.0,668.0,624.0,342.0,919.0,nba_api:leaguedashteamstats,-5.596688034188035,0.17189174570639576,-5.768579779894431,1.3739002011060828
WNBA,2012,1611661322,WAS,Washington Mystics,34,5,29,0.147,882,2140,0.412,144,478,0.301,423,588,0.719,340,721,1061,530,293,118,571.0,628,2331,1365.0,90.3,103.5,-13.1,90.58,2580,0.486,0.446,0.402,0.349,0.641,0.221,0.275,0.5,0.206,0.359,0.318,2661.0,981.0,2132.0,529.0,677.0,530.0,325.0,782.0,nba_api:leaguedashteamstats,-8.517984330484317,-8.47258281310004,-0.04540151738427767,1.1878980224568583
WNBA,2013,1611661330,ATL,Atlanta Dream,34,17,17,0.5,999,2360,0.423,119,432,0.275,497,671,0.741,364,848,1212,565,347,145,515.0,620,2614,1370.0,95.5,93.6,1.9,95.91,2737,0.492,0.449,0.513,0.335,0.67,0.188,0.284,0.45,0.211,0.33,0.299,2563.0,948.0,2256.0,532.0,675.0,579.0,344.0,869.0,nba_api:leaguedashteamstats,0.7865557865557866,1.395303953980262,-0.6087481674244755,-0.7134442134442134
WNBA,2013,1611661329,CHI,Chicago Sky,34,24,10,0.706,964,2297,0.42,164,488,0.336,609,748,0.814,360,903,1263,518,246,225,435.0,568,2701,1365.0,102.3,95.1,7.2,92.69,2640,0.514,0.455,0.565,0.355,0.684,0.165,0.326,0.439,0.171,0.316,0.255,2502.0,942.0,2329.0,459.0,595.0,450.0,307.0,822.0,nba_api:leaguedashteamstats,4.597366597366602,3.758996344925154,0.8383702524414476,-1.2555745791039863
WNBA,2013,1611661323,CON,Connecticut Sun,34,10,24,0.294,936,2341,0.4,141,468,0.301,402,545,0.738,347,804,1151,469,257,130,484.0,563,2415,1365.0,91.0,98.8,-7.8,93.13,2653,0.468,0.43,0.435,0.326,0.649,0.182,0.233,0.466,0.193,0.351,0.281,2613.0,993.0,2278.0,492.0,640.0,510.0,379.0,900.0,nba_api:leaguedashteamstats,-5.449930699930686,-4.1120025341382265,-1.3379281657924595,0.3735987118340196
WNBA,2013,1611661325,IND,Indiana Fever,34,16,18,0.471,866,2203,0.393,187,555,0.337,489,626,0.781,361,727,1088,464,326,120,451.0,612,2408,1375.0,95.5,95.8,-0.2,87.67,2521,0.486,0.436,0.48,0.342,0.662,0.179,0.284,0.469,0.222,0.338,0.304,2396.0,889.0,2034.0,490.0,618.0,556.0,305.0,839.0,nba_api:leaguedashteamstats,-0.3839223839223527,-5.3328717274768325,4.94894934355448,-0.736863560392941
WNBA,2013,1611661320,LAS,Los Angeles Sparks,34,24,10,0.706,1078,2271,0.475,110,318,0.346,520,668,0.778,305,870,1175,639,287,166,476.0,617,2786,1375.0,102.8,94.0,8.7,94.64,2711,0.543,0.499,0.577,0.314,0.666,0.176,0.294,0.442,0.192,0.334,0.283,2549.0,954.0,2313.0,504.0,655.0,520.0,357.0,787.0,nba_api:leaguedashteamstats,5.961625086625062,5.599932994607616,0.3616920920174467,-1.0089631486690553
WNBA,2013,1611661324,MIN,Minnesota Lynx,34,26,8,0.765,1109,2341,0.474,131,359,0.365,469,594,0.79,333,922,1255,698,262,162,412.0,562,2818,1365.0,106.6,94.7,11.8,92.89,2644,0.541,0.502,0.607,0.337,0.692,0.156,0.254,0.446,0.184,0.308,0.273,2500.0,917.0,2265.0,481.0,618.0,485.0,316.0,780.0,nba_api:leaguedashteamstats,8.784909909909919,6.647778330133733,2.1371315797761854,-0.5680312665606699
WNBA,2013,1611661313,NYL,New York Liberty,34,11,23,0.324,915,2263,0.404,120,366,0.328,417,550,0.758,364,911,1275,522,201,92,564.0,611,2367,1375.0,89.4,98.5,-9.0,92.6,2647,0.472,0.431,0.434,0.346,0.69,0.213,0.243,0.452,0.154,0.31,0.263,2617.0,963.0,2360.0,484.0,621.0,410.0,339.0,852.0,nba_api:leaguedashteamstats,-6.6391198891198835,-5.455206694917474,-1.1839131942024093,0.7138212873507044
WNBA,2013,1611661317,PHO,Phoenix Mercury,34,19,15,0.559,986,2179,0.453,163,538,0.303,575,709,0.811,265,928,1193,574,203,175,515.0,696,2710,1365.0,99.7,100.5,-0.7,95.53,2717,0.544,0.49,0.519,0.284,0.682,0.19,0.325,0.45,0.147,0.318,0.308,2729.0,987.0,2404.0,567.0,741.0,399.0,349.0,813.0,nba_api:leaguedashteamstats,0.3649514899514834,4.653654038317565,-4.288702548366081,0.9237750193632481
WNBA,2013,1611661319,SAS,San Antonio Silver Stars,34,12,22,0.353,923,2305,0.4,194,613,0.316,412,552,0.746,335,756,1091,556,281,126,455.0,558,2452,1365.0,93.9,101.3,-7.4,91.85,2611,0.481,0.443,0.437,0.304,0.672,0.174,0.239,0.493,0.193,0.328,0.271,2648.0,1002.0,2202.0,478.0,597.0,504.0,316.0,925.0,nba_api:leaguedashteamstats,-4.416753291753329,-3.349048821309701,-1.067704470443628,1.3479525905996121
