league,season,team_id,team_code,team_name,g,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,min,off_rating,def_rating,net_rating,pace,poss,ts_pct,efg_pct,pie,orb_pct,drb_pct,tov_pct,ft_rate,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,opp_pts,opp_fgm,opp_fga,opp_ftm,opp_fta,opp_tov,opp_oreb,opp_dreb,source,srs,srs_off,srs_def,sos
WNBA,2000,1611661322,WAS,Washington Mystics,32,14,18,0.438,832,1813,0.459,109,335,0.325,403,578,0.697,300,646,946,521,245,126,507.0,597,2176,1280.0,97.8,99.8,-2.0,83.46,2225,0.526,0.489,0.498,0.361,0.655,0.228,0.319,0.49,0.205,0.345,0.296,2221.0,845.0,1875.0,382.0,555.0,457.0,299.0,612.0,nba_api:leaguedashteamstats,-1.7369629821488624,-1.1696142703436294,-0.5673487118052329,-0.33071298214886236
WNBA,2001,1611661314,CHA,Charlotte Sting,32,18,14,0.563,746,1780,0.419,153,428,0.357,410,528,0.777,309,639,948,467,217,114,474.0,605,2055,1300.0,97.1,94.6,2.5,78.26,2116,0.511,0.462,0.523,0.38,0.616,0.224,0.297,0.427,0.211,0.384,0.304,2009.0,732.0,1846.0,431.0,562.0,447.0,344.0,567.0,nba_api:leaguedashteamstats,1.3884576846569354,-1.4919721328946576,2.880429817551593,-0.04904231534306458
WNBA,2001,1611661315,CLE,Cleveland Rockers,32,22,10,0.688,763,1770,0.431,106,335,0.316,371,503,0.738,297,662,959,503,267,83,444.0,532,2003,1285.0,96.5,85.9,10.6,77.68,2077,0.503,0.461,0.611,0.371,0.668,0.214,0.285,0.418,0.238,0.332,0.254,1788.0,664.0,1745.0,328.0,444.0,496.0,297.0,594.0,nba_api:leaguedashteamstats,5.772296360809007,-3.9037441264716337,9.676040487280641,-0.9777036391909926
WNBA,2001,1611661321,DET,Detroit Shock,32,10,22,0.313,774,1914,0.404,143,405,0.353,412,542,0.76,324,621,945,469,225,82,498.0,602,2103,1310.0,92.3,99.9,-7.6,83.36,2278,0.489,0.442,0.429,0.344,0.676,0.219,0.283,0.496,0.213,0.324,0.317,2269.0,848.0,1837.0,446.0,583.0,483.0,278.0,702.0,nba_api:leaguedashteamstats,-5.067141581585747,0.8900578639637491,-5.957199445549496,0.12035841841425299
WNBA,2001,1611661316,HOU,Houston Comets,32,19,13,0.594,747,1908,0.392,138,435,0.317,415,539,0.77,349,708,1057,426,251,95,437.0,509,2047,1290.0,94.5,91.5,3.0,80.87,2167,0.477,0.428,0.521,0.368,0.676,0.202,0.282,0.433,0.199,0.324,0.268,1994.0,740.0,1883.0,362.0,504.0,434.0,299.0,683.0,nba_api:leaguedashteamstats,1.4224725792935171,-2.9290581123424992,4.351530691636016,-0.23377742070648289
WNBA,2001,1611661325,IND,Indiana Fever,32,10,22,0.313,762,1822,0.418,157,446,0.352,470,589,0.798,287,649,936,458,242,118,491.0,600,2151,1295.0,96.1,99.6,-3.5,83.38,2241,0.517,0.461,0.465,0.329,0.646,0.219,0.324,0.484,0.206,0.354,0.307,2249.0,853.0,1899.0,412.0,583.0,466.0,305.0,661.0,nba_api:leaguedashteamstats,-2.9261285748316572,2.4210329631685497,-5.347161538000207,0.07387142516834277
WNBA,2001,1611661320,LAS,Los Angeles Sparks,32,28,4,0.875,916,2031,0.451,160,436,0.367,449,594,0.756,350,755,1105,596,281,138,438.0,616,2441,1295.0,105.3,93.6,11.6,85.84,2319,0.532,0.49,0.591,0.372,0.687,0.189,0.292,0.441,0.196,0.313,0.276,2166.0,779.0,1985.0,416.0,547.0,453.0,294.0,627.0,nba_api:leaguedashteamstats,8.198301842204522,10.778988215231616,-2.580686373027093,-0.39544815779547804
WNBA,2001,1611661326,MIA,Miami Sol,32,20,12,0.625,754,1826,0.413,93,295,0.315,356,469,0.759,294,649,943,467,300,153,449.0,602,1957,1315.0,91.7,88.7,3.0,78.02,2135,0.481,0.438,0.544,0.334,0.654,0.21,0.257,0.428,0.24,0.346,0.341,1898.0,679.0,1725.0,420.0,588.0,513.0,303.0,665.0,nba_api:leaguedashteamstats,1.5552779446614569,-5.024516694871498,6.579794639532955,-0.28847205533854314
WNBA,2001,1611661324,MIN,Minnesota Lynx,32,12,20,0.375,671,1810,0.371,176,552,0.319,557,725,0.768,307,694,1001,437,210,127,507.0,696,2075,1295.0,91.7,94.8,-3.2,84.14,2266,0.487,0.419,0.454,0.339,0.651,0.224,0.402,0.43,0.207,0.349,0.324,2156.0,752.0,1927.0,499.0,624.0,470.0,329.0,688.0,nba_api:leaguedashteamstats,-1.8421187253053173,-0.968013351792429,-0.8741053735128883,0.6266312746946827
WNBA,2001,1611661313,NYL,New York Liberty,32,21,11,0.656,833,1828,0.456,160,421,0.38,336,500,0.672,255,660,915,553,265,82,436.0,616,2162,1280.0,99.0,95.4,3.6,81.84,2183,0.528,0.499,0.549,0.304,0.657,0.2,0.274,0.461,0.227,0.343,0.364,2082.0,744.0,1759.0,461.0,640.0,496.0,305.0,679.0,nba_api:leaguedashteamstats,2.187325208187471,2.0001625622721146,0.18716264591535614,-0.3126747918125292
WNBA,2001,1611661323,ORL,Orlando Miracle,32,13,19,0.406,768,1912,0.402,174,531,0.328,430,587,0.733,357,612,969,451,320,124,532.0,643,2140,1290.0,93.5,96.6,-3.1,85.06,2289,0.493,0.447,0.451,0.373,0.639,0.232,0.307,0.483,0.239,0.361,0.33,2205.0,806.0,1831.0,436.0,605.0,545.0,316.0,659.0,nba_api:leaguedashteamstats,-1.8565532046738884,1.8414637214400091,-3.6980169261138975,0.1746967953261116
WNBA,2001,1611661317,PHO,Phoenix Mercury,32,13,19,0.406,767,1894,0.405,101,313,0.323,429,587,0.731,300,642,942,514,292,138,519.0,625,2064,1290.0,90.1,95.0,-4.9,85.12,2291,0.479,0.432,0.456,0.342,0.63,0.227,0.31,0.451,0.226,0.37,0.309,2169.0,785.0,1892.0,462.0,584.0,517.0,333.0,698.0,nba_api:leaguedashteamstats,-2.9637729487209747,-1.4778273274605804,-1.4859456212603943,0.31747705127902526
WNBA,2001,1611661327,POR,Portland Fire,32,11,21,0.344,733,1891,0.388,172,519,0.331,450,612,0.735,300,696,996,451,244,106,500.0,633,2088,1305.0,90.2,95.3,-5.1,85.06,2314,0.483,0.433,0.444,0.308,0.642,0.216,0.324,0.448,0.205,0.358,0.337,2202.0,791.0,1944.0,461.0,656.0,474.0,343.0,763.0,nba_api:leaguedashteamstats,-3.1722913497091128,-0.369069979136337,-2.8032213705727758,0.39020865029088725
WNBA,2001,1611661318,SAC,Sacramento Monarchs,32,20,12,0.625,837,1974,0.424,163,423,0.385,457,618,0.739,374,723,1097,558,276,158,494.0,588,2294,1305.0,99.0,92.4,6.6,85.2,2318,0.511,0.465,0.564,0.378,0.648,0.213,0.313,0.43,0.208,0.352,0.289,2139.0,804.0,2003.0,415.0,578.0,481.0,343.0,662.0,nba_api:leaguedashteamstats,4.393354984967718,5.906704570265777,-1.5133495852980596,-0.4503950150322824
WNBA,2001,1611661328,SEA,Seattle Storm,32,10,22,0.313,689,1821,0.378,128,412,0.311,415,606,0.685,306,585,891,412,273,127,431.0,605,1921,1310.0,89.0,95.2,-6.2,78.98,2159,0.46,0.414,0.413,0.325,0.63,0.2,0.333,0.466,0.241,0.37,0.319,2048.0,753.0,1750.0,417.0,559.0,519.0,296.0,756.0,nba_api:leaguedashteamstats,-3.359274227816459,-5.803601775776893,2.444327547960434,0.6094757721835409
WNBA,2001,1611661319,UTA,Utah Starzz,32,19,13,0.594,811,1849,0.439,78,244,0.32,507,675,0.751,295,775,1070,524,202,156,493.0,622,2207,1295.0,96.1,96.5,-0.4,84.66,2296,0.514,0.46,0.53,0.347,0.67,0.215,0.365,0.431,0.172,0.33,0.334,2192.0,789.0,1976.0,489.0,660.0,390.0,344.0,630.0,nba_api:leaguedashteamstats,0.641509663268085,3.2352543843881385,-2.5937447211200535,0.172759663268085
WNBA,2001,1611661322,WAS,Washington Mystics,32,10,22,0.313,739,1915,0.386,117,418,0.28,331,502,0.659,356,699,1055,424,257,127,495.0,537,1926,1300.0,86.4,92.7,-6.3,82.52,2231,0.451,0.416,0.437,0.339,0.656,0.222,0.263,0.444,0.203,0.344,0.24,2075.0,791.0,1945.0,347.0,467.0,454.0,331.0,737.0,nba_api:leaguedashteamstats,-4.371715655405563,-5.105860779983426,0.7341451245778639,0.22203434459443727
WNBA,2002,1611661314,CHA,Charlotte Sting,32,18,14,0.563,770,1790,0.43,211,527,0.4,490,663,0.739,302,653,955,496,241,105,408.0,647,2241,1289.995,104.4,99.4,5.0,79.83,2146,0.538,0.489,0.524,0.35,0.652,0.19,0.37,0.467,0.198,0.348,0.331,2133.0,778.0,1807.0,444.0,598.0,424.0,295.0,620.0,nba_api:leaguedashteamstats,2.7412891891908835,2.863275343118549,-0.12198615392766543,-0.6337108108091165
WNBA,2002,1611661315,CLE,Cleveland Rockers,32,10,22,0.313,755,1810,0.417,120,373,0.322,428,549,0.78,294,668,962,478,220,83,449.0,564,2058,1302.666667,95.1,97.9,-2.7,79.9,2164,0.502,0.45,0.482,0.34,0.688,0.207,0.304,0.475,0.196,0.312,0.285,2127.0,792.0,1822.0,395.0,519.0,426.0,276.0,635.0,nba_api:leaguedashteamstats,-2.104191180643675,-2.529082292054198,0.42489111141052316,0.05205881935632517
WNBA,2002,1611661321,DET,Detroit Shock,32,9,23,0.281,766,1919,0.399,110,364,0.302,472,650,0.726,360,719,1079,478,201,132,541.0,609,2114,1290.0,91.2,97.7,-6.5,86.25,2317,0.479,0.428,0.455,0.38,0.66,0.233,0.339,0.454,0.191,0.34,0.305,2266.0,828.0,1984.0,464.0,605.0,443.0,314.0,669.0,nba_api:leaguedashteamstats,-4.749340635750954,-1.2521712541048733,-3.4971693816460814,0.0006593642490457796
WNBA,2002,1611661316,HOU,Houston Comets,32,24,8,0.75,755,1778,0.425,109,332,0.328,453,585,0.774,299,702,1001,450,260,126,455.0,467,2072,1285.0,96.0,87.3,8.6,80.78,2159,0.509,0.455,0.598,0.334,0.662,0.211,0.329,0.415,0.214,0.338,0.24,1892.0,705.0,1880.0,331.0,452.0,464.0,309.0,664.0,nba_api:leaguedashteamstats,5.259609955619828,-3.9296755576286535,9.189285513248482,-0.3653900443801721
WNBA,2002,1611661325,IND,Indiana Fever,32,16,16,0.5,731,1824,0.401,180,542,0.332,455,580,0.784,314,633,947,447,268,100,438.0,559,2097,1285.0,96.9,98.3,-1.3,80.85,2163,0.504,0.45,0.498,0.342,0.643,0.202,0.318,0.487,0.217,0.357,0.277,2129.0,804.0,1817.0,359.0,503.0,470.0,288.0,643.0,nba_api:leaguedashteamstats,-1.0183345113417763,-2.44449816240333,1.4261636510615538,-0.018334511341776327
WNBA,2002,1611661320,LAS,Los Angeles Sparks,32,25,7,0.781,891,2002,0.445,194,515,0.377,474,643,0.737,329,814,1143,583,257,161,517.0,664,2450,1295.0,101.9,93.1,8.8,89.07,2406,0.536,0.494,0.577,0.361,0.682,0.215,0.322,0.43,0.189,0.318,0.318,2235.0,796.0,2040.0,480.0,649.0,453.0,314.0,645.0,nba_api:leaguedashteamstats,6.415186057698146,9.309792780207667,-2.894606722509521,-0.3660639423018539
WNBA,2002,1611661326,MIA,Miami Sol,32,15,17,0.469,774,1856,0.417,129,389,0.332,369,529,0.698,296,573,869,476,274,96,435.0,643,2046,1294.978333,94.2,96.3,-2.1,80.45,2172,0.49,0.452,0.468,0.336,0.643,0.2,0.285,0.47,0.237,0.357,0.357,2088.0,745.0,1722.0,469.0,614.0,515.0,278.0,693.0,nba_api:leaguedashteamstats,-1.1871131982163412,-3.431884165799606,2.244770967583265,0.1253868017836588
WNBA,2002,1611661324,MIN,Minnesota Lynx,32,10,22,0.313,727,1775,0.41,166,500,0.332,383,578,0.663,309,650,959,466,226,102,529.0,617,2003,1295.0,91.8,96.2,-4.5,80.97,2183,0.494,0.456,0.452,0.367,0.648,0.242,0.326,0.452,0.213,0.352,0.339,2104.0,747.0,1807.0,469.0,613.0,465.0,302.0,612.0,nba_api:leaguedashteamstats,-2.5873943145260494,-5.477297891512041,2.8899035769859918,0.5688556854739506
WNBA,2002,1611661313,NYL,New York Liberty,32,18,14,0.563,772,1740,0.444,145,400,0.363,399,566,0.705,260,609,869,496,261,100,458.0,638,2088,1289.983333,98.2,94.8,3.4,79.11,2127,0.525,0.485,0.534,0.34,0.638,0.215,0.326,0.442,0.225,0.362,0.372,2015.0,691.0,1733.0,484.0,645.0,478.0,312.0,649.0,nba_api:leaguedashteamstats,2.100596092630608,-2.6874553172791695,4.7880514099097775,-0.21190390736939202
WNBA,2002,1611661323,ORL,Orlando Miracle,32,16,16,0.5,808,1914,0.422,145,461,0.315,493,646,0.763,320,595,915,446,295,113,456.0,669,2254,1305.0,99.0,98.6,0.4,83.92,2276,0.513,0.46,0.482,0.345,0.604,0.2,0.338,0.474,0.237,0.396,0.359,2255.0,804.0,1862.0,491.0,668.0,541.0,362.0,684.0,nba_api:leaguedashteamstats,-0.2972119776165436,3.2414517676745223,-3.538663745291066,-0.2659619776165436
WNBA,2002,1611661317,PHO,Phoenix Mercury,32,11,21,0.344,793,1889,0.42,100,328,0.305,405,538,0.753,292,626,918,427,267,94,501.0,623,2091,1280.0,92.4,100.6,-8.2,85.16,2264,0.492,0.446,0.421,0.334,0.644,0.221,0.285,0.496,0.216,0.356,0.325,2291.0,850.0,1870.0,436.0,608.0,491.0,309.0,692.0,nba_api:leaguedashteamstats,-5.090730383046619,-2.0409565813880692,-3.0497738016585503,1.159269616953381
WNBA,2002,1611661327,POR,Portland Fire,32,16,16,0.5,829,1950,0.425,127,391,0.325,410,562,0.73,307,641,948,492,239,120,493.0,623,2195,1295.0,94.8,97.0,-2.2,85.45,2315,0.499,0.458,0.477,0.353,0.641,0.213,0.289,0.468,0.221,0.359,0.343,2227.0,819.0,1885.0,463.0,647.0,508.0,334.0,678.0,nba_api:leaguedashteamstats,-0.4961179384301819,1.0481712071065803,-1.5442891455367622,0.5038820615698181
WNBA,2002,1611661318,SAC,Sacramento Monarchs,32,14,18,0.438,780,1945,0.401,112,395,0.284,494,653,0.757,301,648,949,500,247,109,456.0,675,2166,1315.0,93.4,98.3,-4.9,84.9,2319,0.485,0.43,0.457,0.335,0.622,0.197,0.336,0.458,0.213,0.378,0.35,2294.0,815.0,1943.0,515.0,681.0,496.0,352.0,723.0,nba_api:leaguedashteamstats,-3.5080964009496944,0.14162906864109148,-3.649725469590786,0.49190359905030556
WNBA,2002,1611661328,SEA,Seattle Storm,32,17,15,0.531,794,1948,0.408,182,506,0.36,418,543,0.77,362,633,995,514,282,151,477.0,623,2188,1290.0,97.4,93.9,3.5,83.48,2247,0.5,0.454,0.509,0.371,0.641,0.212,0.279,0.459,0.237,0.359,0.323,2103.0,783.0,1818.0,435.0,587.0,531.0,307.0,661.0,nba_api:leaguedashteamstats,2.238158759163831,0.1631160437620931,2.0750427154017377,-0.4180912408361692
WNBA,2002,1611661319,UTA,Utah Starzz,32,20,12,0.625,843,1911,0.441,89,247,0.36,643,844,0.762,347,721,1068,478,228,178,522.0,665,2418,1290.0,100.3,98.5,1.8,89.12,2410,0.53,0.464,0.535,0.383,0.646,0.217,0.442,0.442,0.187,0.354,0.333,2344.0,851.0,2067.0,516.0,688.0,444.0,361.0,645.0,nba_api:leaguedashteamstats,2.0875660826524847,8.21812136371169,-6.130555281059205,-0.22493391734751533
WNBA,2002,1611661322,WAS,Washington Mystics,32,17,15,0.531,801,1899,0.422,163,440,0.37,356,475,0.749,329,703,1032,513,220,94,453.0,581,2121,1282.666667,96.6,95.6,1.0,82.27,2196,0.503,0.465,0.52,0.342,0.665,0.206,0.251,0.451,0.199,0.335,0.283,2104.0,781.0,1893.0,396.0,536.0,439.0,308.0,675.0,nba_api:leaguedashteamstats,0.19612440356604388,-1.1925363520522612,1.388660755618305,-0.3976255964339561
WNBA,2003,1611661314,CHA,Charlotte Sting,34,18,16,0.529,787,1881,0.418,187,517,0.362,456,590,0.773,342,629,971,499,279,115,497.0,697,2217,1370.0,99.6,98.8,0.8,77.94,2227,0.518,0.468,0.499,0.386,0.6,0.223,0.314,0.452,0.211,0.4,0.351,2195.0,790.0,1902.0,477.0,667.0,469.0,386.0,621.0,nba_api:leaguedashteamstats,0.4690370394056358,-3.5519470464105507,4.0209840858161865,-0.178021784123776
WNBA,2003,1611661315,CLE,Cleveland Rockers,34,17,17,0.5,815,1975,0.413,135,425,0.318,464,642,0.723,349,720,1069,517,226,86,466.0,639,2229,1365.0,96.5,95.3,1.2,81.35,2309,0.494,0.447,0.498,0.358,0.68,0.202,0.325,0.453,0.201,0.32,0.315,2210.0,809.0,1927.0,465.0,607.0,467.0,300.0,704.0,nba_api:leaguedashteamstats,0.395741634319279,-3.268506948747392,3.664248583066671,-0.16308189509248572
WNBA,2003,1611661323,CON,Connecticut Sun,34,18,16,0.529,864,2102,0.411,177,549,0.322,479,646,0.741,333,762,1095,520,270,111,434.0,663,2384,1375.0,97.9,98.5,-0.6,85.2,2435,0.5,0.453,0.493,0.327,0.65,0.178,0.307,0.452,0.195,0.35,0.32,2409.0,864.0,2104.0,509.0,673.0,476.0,366.0,812.0,nba_api:leaguedashteamstats,-0.4715262721963773,2.1883946561261105,-2.659920928322488,0.26376784545068155
WNBA,2003,1611661321,DET,Detroit Shock,34,25,9,0.735,902,2004,0.45,125,323,0.387,624,882,0.707,379,851,1230,545,263,158,608.0,605,2553,1380.0,99.4,93.6,5.8,89.2,2569,0.534,0.481,0.585,0.388,0.651,0.237,0.44,0.434,0.194,0.349,0.243,2395.0,911.0,2286.0,412.0,556.0,497.0,390.0,674.0,nba_api:leaguedashteamstats,3.824230626429685,7.144043508647806,-3.3198128822181205,-0.8228281970997271
WNBA,2003,1611661316,HOU,Houston Comets,34,20,14,0.588,828,1916,0.432,115,344,0.334,473,600,0.788,266,764,1030,465,231,129,450.0,490,2244,1364.991667,97.4,93.3,4.1,80.84,2303,0.515,0.462,0.553,0.313,0.684,0.195,0.313,0.448,0.187,0.316,0.221,2142.0,824.0,2030.0,325.0,448.0,430.0,298.0,708.0,nba_api:leaguedashteamstats,2.63841039845358,-2.614309047099648,5.252719445553228,-0.36158960154642017
WNBA,2003,1611661325,IND,Indiana Fever,34,16,18,0.471,839,2011,0.417,210,600,0.35,449,561,0.8,334,654,988,539,299,121,474.0,668,2337,1375.0,100.8,99.7,1.1,81.09,2318,0.518,0.469,0.493,0.367,0.644,0.204,0.28,0.48,0.22,0.356,0.334,2321.0,837.0,1908.0,490.0,638.0,512.0,309.0,677.0,nba_api:leaguedashteamstats,0.3566415243891683,0.5017157177017397,-0.14507419331257143,-0.11394671090494934
WNBA,2003,1611661320,LAS,Los Angeles Sparks,34,24,10,0.706,894,2140,0.418,174,528,0.33,537,678,0.792,336,813,1149,587,242,161,470.0,682,2499,1380.0,99.0,96.9,2.2,87.53,2523,0.512,0.458,0.528,0.324,0.674,0.186,0.317,0.449,0.186,0.326,0.327,2432.0,866.0,2147.0,504.0,702.0,468.0,316.0,789.0,nba_api:leaguedashteamstats,1.9072529189666323,6.061958009903404,-4.154705090936772,-0.06333531632748546
WNBA,2003,1611661324,MIN,Minnesota Lynx,34,18,16,0.529,875,1977,0.443,180,523,0.344,450,624,0.721,361,718,1079,580,241,101,558.0,634,2380,1370.0,99.5,98.3,1.1,84.14,2393,0.529,0.488,0.518,0.382,0.65,0.233,0.315,0.459,0.195,0.35,0.306,2370.0,878.0,2067.0,473.0,633.0,471.0,337.0,652.0,nba_api:leaguedashteamstats,0.2363383391187064,2.298975241593774,-2.0626369024750675,-0.05777930794011715
WNBA,2003,1611661313,NYL,New York Liberty,34,16,18,0.471,825,1923,0.429,181,500,0.362,410,535,0.766,271,686,957,527,262,128,470.0,587,2241,1370.0,97.4,97.7,-0.4,80.78,2303,0.519,0.476,0.502,0.307,0.646,0.204,0.279,0.459,0.208,0.354,0.297,2256.0,821.0,1959.0,459.0,581.0,480.0,326.0,736.0,nba_api:leaguedashteamstats,-0.3255201109569845,-2.1995282705596138,1.8740081596026292,0.05683283021948604
WNBA,2003,1611661317,PHO,Phoenix Mercury,34,8,26,0.235,801,2095,0.382,116,350,0.331,379,556,0.682,357,643,1000,461,310,111,479.0,664,2097,1385.0,87.6,94.5,-6.9,83.12,2394,0.448,0.41,0.411,0.339,0.648,0.2,0.265,0.483,0.254,0.352,0.335,2270.0,834.0,1867.0,466.0,626.0,610.0,303.0,811.0,nba_api:leaguedashteamstats,-4.4054091539528315,-6.420152079362669,2.0147429254098377,0.6828261401648152
WNBA,2003,1611661318,SAC,Sacramento Monarchs,34,19,15,0.559,862,2107,0.409,150,473,0.317,425,626,0.679,349,718,1067,568,297,122,461.0,641,2299,1365.0,95.1,92.0,3.2,84.87,2417,0.482,0.445,0.529,0.355,0.644,0.191,0.297,0.447,0.239,0.356,0.299,2216.0,816.0,1991.0,435.0,596.0,576.0,345.0,751.0,nba_api:leaguedashteamstats,2.0972345391331078,-0.6170173864296387,2.7142519255627464,-0.34394193145512775
WNBA,2003,1611661319,SAS,San Antonio Silver Stars,34,12,22,0.353,792,2068,0.383,93,315,0.295,538,736,0.731,350,795,1145,428,187,167,513.0,728,2215,1364.991667,89.1,98.0,-8.9,87.23,2485,0.463,0.405,0.411,0.335,0.637,0.206,0.356,0.433,0.171,0.363,0.342,2427.0,867.0,2176.0,544.0,745.0,424.0,389.0,783.0,nba_api:leaguedashteamstats,-4.95145623093563,-2.2669859851477936,-2.6844702457878364,1.2838378867114288
WNBA,2003,1611661328,SEA,Seattle Storm,34,18,16,0.529,890,2045,0.435,166,500,0.332,442,567,0.78,342,732,1074,548,232,138,465.0,644,2388,1370.0,100.9,96.5,4.4,82.72,2366,0.52,0.476,0.536,0.354,0.654,0.197,0.277,0.449,0.195,0.346,0.29,2274.0,844.0,2039.0,441.0,591.0,459.0,352.0,689.0,nba_api:leaguedashteamstats,2.3776291892164476,1.8200312465425785,0.5575979426738691,-0.9753119872541407
WNBA,2003,1611661322,WAS,Washington Mystics,34,9,25,0.265,896,2191,0.409,157,505,0.311,381,507,0.751,382,703,1085,568,213,99,462.0,676,2330,1375.0,96.2,103.1,-6.9,84.58,2423,0.483,0.445,0.427,0.355,0.651,0.191,0.231,0.489,0.193,0.349,0.34,2498.0,909.0,2033.0,509.0,691.0,468.0,334.0,781.0,nba_api:leaguedashteamstats,-4.148604441390411,0.9233283832419099,-5.071932824632321,0.7925720291978244
WNBA,2004,1611661314,CHA,Charlotte Sting,34,16,18,0.471,745,1744,0.427,166,459,0.362,434,588,0.738,256,616,872,426,210,134,479.0,648,2090,1380.0,95.7,99.1,-3.4,76.07,2186,0.522,0.475,0.459,0.319,0.6,0.219,0.338,0.448,0.2,0.4,0.304,2168.0,800.0,1932.0,438.0,587.0,437.0,368.0,628.0,nba_api:leaguedashteamstats,-2.3056680161943572,-6.151674056937231,3.8460060407428736,-0.07037389854729836
WNBA,2004,1611661323,CON,Connecticut Sun,34,18,16,0.529,876,2051,0.427,149,467,0.319,434,590,0.736,321,724,1045,572,299,96,462.0,610,2335,1380.0,97.6,96.2,1.4,83.27,2393,0.505,0.463,0.511,0.331,0.677,0.193,0.288,0.466,0.205,0.323,0.3,2304.0,858.0,1996.0,443.0,599.0,492.0,306.0,757.0,nba_api:leaguedashteamstats,0.43117408906882737,1.5334136623610313,-1.102239573292204,-0.48059061681352555
WNBA,2004,1611661321,DET,Detroit Shock,34,17,17,0.5,874,2097,0.417,62,209,0.297,554,790,0.701,397,773,1170,564,277,148,513.0,648,2364,1370.0,94.9,96.0,-1.1,87.1,2493,0.484,0.432,0.514,0.382,0.678,0.206,0.378,0.455,0.2,0.322,0.29,2381.0,860.0,2098.0,470.0,609.0,496.0,325.0,730.0,nba_api:leaguedashteamstats,-0.5161943319837672,2.85972945183475,-3.375923783818517,-0.0750178613955319
WNBA,2004,1611661316,HOU,Houston Comets,34,13,21,0.382,798,1933,0.413,123,358,0.344,458,615,0.745,311,724,1035,451,242,107,483.0,555,2177,1370.0,93.4,94.9,-1.5,81.67,2331,0.494,0.445,0.492,0.331,0.666,0.207,0.318,0.453,0.202,0.334,0.264,2211.0,834.0,2008.0,391.0,531.0,471.0,335.0,720.0,nba_api:leaguedashteamstats,-0.9244350761041353,-3.2167882992591808,2.2923532231550454,0.07556492389586467
WNBA,2004,1611661325,IND,Indiana Fever,34,15,19,0.441,791,2011,0.393,166,481,0.345,449,578,0.777,396,705,1101,555,261,134,486.0,639,2197,1370.0,95.9,97.4,-1.5,80.5,2291,0.485,0.435,0.481,0.388,0.674,0.212,0.288,0.464,0.202,0.326,0.373,2245.0,804.0,1865.0,516.0,695.0,466.0,281.0,688.0,nba_api:leaguedashteamstats,-1.516194331983849,-2.7069372148319832,1.1907428828481343,-0.13384139080737834
WNBA,2004,1611661320,LAS,Los Angeles Sparks,34,25,9,0.735,904,2069,0.437,157,414,0.379,530,722,0.734,312,809,1121,626,261,148,529.0,731,2495,1395.0,97.7,92.8,4.9,87.74,2555,0.523,0.475,0.559,0.32,0.673,0.207,0.349,0.431,0.206,0.327,0.363,2361.0,815.0,2095.0,557.0,761.0,523.0,339.0,727.0,nba_api:leaguedashteamstats,3.816891559698889,6.616068344551994,-2.7991767848531053,-0.12428491088934646
WNBA,2004,1611661324,MIN,Minnesota Lynx,34,18,16,0.529,767,1900,0.404,177,542,0.327,453,639,0.709,332,724,1056,526,257,139,613.0,660,2164,1370.0,90.2,91.9,-1.7,83.81,2400,0.496,0.45,0.476,0.357,0.664,0.255,0.337,0.431,0.211,0.336,0.339,2190.0,804.0,1972.0,490.0,669.0,502.0,323.0,713.0,nba_api:leaguedashteamstats,-0.502059577069415,-3.4637527822214724,2.9616932051520575,0.23323454057764392
WNBA,2004,1611661313,NYL,New York Liberty,34,18,16,0.529,819,1932,0.424,216,617,0.35,398,531,0.75,263,741,1004,539,209,124,506.0,587,2252,1380.0,95.5,97.7,-2.2,81.88,2357,0.52,0.48,0.487,0.307,0.65,0.215,0.275,0.445,0.183,0.35,0.276,2297.0,867.0,2096.0,431.0,579.0,430.0,371.0,730.0,nba_api:leaguedashteamstats,-1.5688259109311655,-0.9665863376389705,-0.602239573292195,-0.24529649916645968
WNBA,2004,1611661317,PHO,Phoenix Mercury,34,17,17,0.5,826,1922,0.43,192,519,0.37,456,598,0.763,264,652,916,501,282,137,464.0,748,2300,1365.0,98.4,95.2,3.2,82.36,2337,0.526,0.48,0.514,0.297,0.648,0.199,0.311,0.461,0.228,0.352,0.392,2235.0,784.0,1845.0,534.0,724.0,536.0,309.0,711.0,nba_api:leaguedashteamstats,1.9270259476433589,0.4227968769343988,1.50422907070896,0.01526124176100585
WNBA,2004,1611661318,SAC,Sacramento Monarchs,34,18,16,0.529,874,2072,0.422,129,365,0.353,435,604,0.72,389,635,1024,519,314,118,485.0,641,2312,1380.0,97.9,94.8,3.1,82.17,2361,0.494,0.453,0.52,0.393,0.648,0.205,0.292,0.472,0.251,0.352,0.337,2241.0,803.0,1872.0,474.0,631.0,593.0,310.0,676.0,nba_api:leaguedashteamstats,2.312833681041636,0.9935339991383918,1.319299681903244,0.2245983869239887
WNBA,2004,1611661319,SAS,San Antonio Silver Stars,34,9,25,0.265,812,1940,0.419,79,247,0.32,488,628,0.777,302,701,1003,493,272,106,513.0,628,2191,1375.0,92.4,99.8,-7.4,82.75,2372,0.494,0.439,0.45,0.321,0.651,0.216,0.324,0.486,0.208,0.349,0.282,2364.0,888.0,2003.0,416.0,564.0,492.0,324.0,710.0,nba_api:leaguedashteamstats,-4.1993212118416,-2.141400446477037,-2.057920765364563,0.8889140822760471
