league,season,player_id,player_name,team_id,team_code,team_count,age,gp,gs,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,off_rating,def_rating,net_rating,ts_pct,efg_pct,usg_pct,ast_pct,oreb_pct,dreb_pct,reb_pct,pie,poss,pct_pts,pct_reb,pct_ast,source
WNBA,2002,100731,Hamchetou Maiga-Ba,1611661318,SAC,1,25.0,23,,196.62333333333333,13,53,0.245,0,0,0.0,14,30,0.467,18,19,37,9,15,3,23,37,40,-27,86.4,93.4,-7.1,0.302,0.245,0.201,0.087,0.089,0.108,0.098,-0.057,381,0.122,0.247,0.12,nba_api:leaguedashplayerstats
WNBA,2002,100694,Helen Luz,1611661322,WAS,1,30.0,32,,473.44666666666666,65,147,0.442,42,106,0.396,15,19,0.789,9,23,32,48,18,5,43,40,187,-35,96.0,101.5,-5.4,0.602,0.585,0.204,0.203,0.021,0.059,0.039,0.101,829,0.235,0.091,0.245,nba_api:leaguedashplayerstats
WNBA,2002,100796,Iziane Castro Marques,1611661326,MIA,1,21.0,19,,178.23666666666668,24,72,0.333,1,17,0.059,17,25,0.68,7,10,17,7,7,0,18,22,66,17,92.8,87.5,5.3,0.398,0.34,0.268,0.09,0.042,0.076,0.057,-0.007,321,0.221,0.137,0.149,nba_api:leaguedashplayerstats
WNBA,2002,100680,Jackie Moore,1611661325,IND,1,23.0,18,,131.475,16,38,0.421,0,1,0.0,10,14,0.714,9,20,29,3,5,1,14,16,42,-11,88.4,92.3,-3.9,0.476,0.421,0.216,0.051,0.072,0.169,0.119,0.064,233,0.204,0.293,0.058,nba_api:leaguedashplayerstats
WNBA,2002,100676,Jackie Stiles,1611661327,POR,1,24.0,21,,383.25166666666667,43,135,0.319,15,44,0.341,24,30,0.8,7,11,18,20,4,0,21,38,125,-68,92.7,102.8,-10.1,0.422,0.374,0.2,0.096,0.018,0.032,0.025,0.007,715,0.189,0.062,0.156,nba_api:leaguedashplayerstats
WNBA,2002,100541,Jamie Redd,1611661328,SEA,1,25.0,10,,112.16666666666667,17,34,0.5,9,18,0.5,9,12,0.75,8,5,13,7,2,0,7,17,52,-21,93.0,100.5,-7.4,0.662,0.632,0.197,0.179,0.078,0.061,0.07,0.114,201,0.278,0.171,0.2,nba_api:leaguedashplayerstats
WNBA,2002,100660,Janell Burse,1611661324,MIN,1,24.0,31,,343.9266666666667,31,83,0.373,0,1,0.0,21,36,0.583,29,31,60,7,7,13,18,60,83,-27,83.6,88.8,-5.1,0.42,0.373,0.17,0.049,0.094,0.103,0.098,0.007,581,0.171,0.24,0.065,nba_api:leaguedashplayerstats
WNBA,2002,100075,Janeth Arcain,1611661316,HOU,1,34.0,32,,1115.7733333333333,128,302,0.424,10,37,0.27,98,111,0.883,42,84,126,86,51,6,71,49,364,186,95.6,85.7,9.8,0.519,0.44,0.192,0.162,0.044,0.079,0.063,0.129,1894,0.201,0.143,0.217,nba_api:leaguedashplayerstats
WNBA,2002,100635,Jaynetta Saunders,1611661317,PHO,1,23.0,28,,300.3833333333333,39,103,0.379,0,4,0.0,21,32,0.656,10,28,38,23,9,4,20,23,99,-60,84.3,94.3,-10.1,0.423,0.379,0.211,0.165,0.036,0.106,0.07,0.082,559,0.21,0.177,0.23,nba_api:leaguedashplayerstats
WNBA,2002,100382,Jennifer Azzi,1611661319,UTA,1,34.0,32,,1153.0783333333334,91,198,0.46,41,92,0.446,83,104,0.798,15,54,69,158,27,14,67,102,306,44,98.8,98.4,0.4,0.628,0.563,0.122,0.239,0.014,0.047,0.031,0.094,2164,0.143,0.071,0.371,nba_api:leaguedashplayerstats
WNBA,2002,100030,Jennifer Gillom,1611661317,PHO,1,39.0,31,,873.545,166,400,0.415,36,93,0.387,105,131,0.802,36,80,116,37,29,21,61,90,473,-134,90.5,97.8,-7.4,0.517,0.46,0.285,0.101,0.045,0.104,0.074,0.117,1562,0.335,0.183,0.134,nba_api:leaguedashplayerstats
WNBA,2002,100338,Jennifer Rizzotti,1611661315,CLE,1,29.0,26,,692.705,54,135,0.4,38,99,0.384,32,40,0.8,5,65,70,85,23,3,45,53,178,12,95.7,94.7,0.9,0.583,0.541,0.144,0.233,0.008,0.11,0.058,0.104,1178,0.158,0.13,0.321,nba_api:leaguedashplayerstats
WNBA,2002,100678,Jenny Mowe,1611661327,POR,1,25.0,5,,14.448333333333334,0,1,0.0,0,0,0.0,1,2,0.5,1,0,1,0,0,0,1,3,1,-8,62.1,104.0,-41.9,0.266,0.0,0.088,0.0,0.077,0.0,0.0,-0.214,29,0.056,0.1,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100048,Jessie Hicks,1611661323,ORL,1,31.0,31,,471.635,73,153,0.477,0,0,0.0,44,63,0.698,60,42,102,23,19,25,51,77,190,40,98.3,92.4,5.9,0.526,0.477,0.233,0.105,0.13,0.101,0.117,0.085,834,0.232,0.29,0.139,nba_api:leaguedashplayerstats
WNBA,2002,100741,Jill Chapman-Daily,1611661321,DET,1,23.0,19,,119.42166666666667,10,27,0.37,0,1,0.0,2,3,0.667,11,15,26,0,3,2,8,20,22,-32,74.8,92.2,-17.4,0.388,0.37,0.132,0.0,0.088,0.12,0.104,0.002,226,0.13,0.271,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100544,Kamila Vodichkova,1611661328,SEA,1,30.0,32,,816.8816666666667,114,245,0.465,13,38,0.342,54,67,0.806,61,115,176,47,36,18,55,96,295,60,96.3,92.8,3.5,0.537,0.492,0.193,0.118,0.081,0.171,0.123,0.122,1445,0.212,0.283,0.139,nba_api:leaguedashplayerstats
WNBA,2002,100340,Kara Wolters,1611661318,SAC,1,27.0,14,,78.51333333333334,9,28,0.321,0,0,0.0,6,10,0.6,8,15,23,3,0,3,6,18,24,-4,88.5,87.7,0.9,0.37,0.321,0.224,0.081,0.104,0.188,0.146,0.004,148,0.183,0.404,0.1,nba_api:leaguedashplayerstats
WNBA,2002,100487,Kate Paye,1611661328,SEA,1,29.0,19,,113.00666666666666,7,19,0.368,6,16,0.375,1,2,0.5,2,5,7,5,3,0,8,18,21,-7,79.9,81.8,-1.9,0.528,0.526,0.114,0.109,0.019,0.052,0.034,-0.031,199,0.132,0.076,0.147,nba_api:leaguedashplayerstats
WNBA,2002,100422,Kate Starbird,1611661328,SEA,2,27.0,24,,276.87833333333333,30,69,0.435,7,19,0.368,12,16,0.75,3,23,26,19,15,8,13,35,79,26,95.2,90.4,4.8,0.519,0.486,0.141,0.131,0.011,0.08,0.047,0.082,539,0.154,0.12,0.168,nba_api:leaguedashplayerstats
WNBA,2002,100666,Katie Douglas,1611661323,ORL,1,24.0,32,,829.7333333333333,92,205,0.449,29,79,0.367,58,67,0.866,41,94,135,53,49,13,42,66,271,-33,96.3,97.5,-1.1,0.578,0.52,0.165,0.129,0.055,0.134,0.093,0.136,1445,0.195,0.239,0.187,nba_api:leaguedashplayerstats
WNBA,2002,100404,Katie Smith,1611661324,MIN,1,29.0,31,,1137.5583333333334,162,401,0.404,62,188,0.33,126,153,0.824,24,68,92,79,32,7,70,87,512,-80,92.3,96.1,-3.9,0.547,0.481,0.239,0.165,0.024,0.068,0.046,0.124,1910,0.291,0.11,0.19,nba_api:leaguedashplayerstats
WNBA,2002,100548,Katryna Gaither,1611661322,WAS,2,27.0,2,,6.15,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,1,3,0,-8,53.3,100.0,-46.7,0.0,0.0,0.125,0.5,0.0,0.125,0.0,-0.333,15,0.0,0.25,1.0,nba_api:leaguedashplayerstats
WNBA,2002,100759,Kayte Christensen,1611661317,PHO,1,22.0,30,,412.97833333333335,48,95,0.505,0,1,0.0,24,35,0.686,39,41,80,15,24,13,32,73,120,-69,88.6,97.6,-9.0,0.543,0.505,0.164,0.074,0.103,0.121,0.112,0.073,735,0.184,0.273,0.101,nba_api:leaguedashplayerstats
WNBA,2002,100421,Kedra Holland-Corn,1611661318,SAC,1,28.0,32,,902.0216666666666,102,299,0.341,38,157,0.242,54,72,0.75,28,62,90,63,41,5,81,74,296,-81,90.3,94.5,-4.2,0.448,0.405,0.219,0.148,0.033,0.075,0.054,0.056,1623,0.202,0.137,0.189,nba_api:leaguedashplayerstats
WNBA,2002,100553,Keisha Anderson,1611661314,CHA,1,29.0,7,,30.8,3,12,0.25,1,4,0.25,0,0,0.0,2,4,6,5,0,0,3,4,7,-4,87.0,92.7,-5.7,0.292,0.292,0.238,0.294,0.077,0.125,0.103,0.014,54,0.149,0.2,0.313,nba_api:leaguedashplayerstats
WNBA,2002,100504,Kelley Gibson,1611661316,HOU,1,26.0,29,,277.29333333333335,21,55,0.382,14,36,0.389,4,6,0.667,3,17,20,14,8,7,21,21,60,-28,84.3,88.1,-3.9,0.52,0.509,0.156,0.114,0.014,0.063,0.041,0.049,451,0.158,0.108,0.165,nba_api:leaguedashplayerstats
WNBA,2002,100627,Kelly Miller,1611661314,CHA,1,24.0,32,,554.7916666666666,79,177,0.446,24,51,0.471,29,38,0.763,31,37,68,49,22,1,27,39,211,117,110.5,98.7,11.8,0.545,0.514,0.202,0.181,0.068,0.076,0.072,0.123,924,0.207,0.158,0.209,nba_api:leaguedashplayerstats
WNBA,2002,100640,Kelly Santos,1611661321,DET,1,23.0,12,,168.99833333333333,16,42,0.381,0,0,0.0,12,20,0.6,12,20,32,7,3,9,14,20,44,-30,86.3,96.2,-9.9,0.433,0.381,0.18,0.093,0.069,0.114,0.091,0.053,292,0.175,0.203,0.137,nba_api:leaguedashplayerstats
WNBA,2002,100648,Kelly Schumacher,1611661325,IND,1,25.0,31,,353.78,45,89,0.506,0,1,0.0,18,26,0.692,18,41,59,13,7,23,21,49,108,-6,91.0,92.8,-1.9,0.538,0.506,0.17,0.082,0.058,0.133,0.096,0.083,619,0.192,0.222,0.102,nba_api:leaguedashplayerstats
WNBA,2002,100651,Kiesha Brown,1611661322,WAS,1,24.0,18,,108.675,12,35,0.343,1,11,0.091,3,3,1.0,4,8,12,6,5,0,5,10,28,-9,77.4,83.6,-6.2,0.385,0.357,0.182,0.128,0.037,0.083,0.059,0.06,186,0.194,0.136,0.176,nba_api:leaguedashplayerstats
WNBA,2002,100250,Korie Hlede,1611661313,NYL,1,28.0,16,,130.63333333333333,11,26,0.423,0,1,0.0,4,9,0.444,4,12,16,12,6,2,21,24,26,-44,80.7,100.9,-20.2,0.434,0.423,0.182,0.2,0.037,0.105,0.072,-0.023,238,0.135,0.198,0.273,nba_api:leaguedashplayerstats
WNBA,2002,100552,Kristen Rasmussen,1611661326,MIA,1,24.0,31,,675.0383333333333,64,116,0.552,3,7,0.429,39,46,0.848,41,76,117,41,18,16,37,63,170,22,97.7,96.2,1.4,0.624,0.565,0.129,0.115,0.071,0.141,0.105,0.124,1151,0.151,0.264,0.169,nba_api:leaguedashplayerstats
WNBA,2002,100670,Kristen Veal,1611661317,PHO,1,21.0,23,,362.0283333333333,24,79,0.304,13,47,0.277,10,13,0.769,6,21,27,41,14,2,42,41,71,-119,85.6,103.0,-17.5,0.419,0.386,0.165,0.217,0.017,0.071,0.042,0.012,658,0.126,0.114,0.369,nba_api:leaguedashplayerstats
WNBA,2002,100222,Kristi Harrower,1611661324,MIN,1,28.0,27,,481.65166666666664,37,95,0.389,18,54,0.333,4,10,0.4,9,37,46,54,12,0,28,24,96,-21,89.9,92.9,-3.0,0.483,0.484,0.137,0.245,0.022,0.089,0.055,0.094,795,0.134,0.131,0.327,nba_api:leaguedashplayerstats
WNBA,2002,100400,Kristin Folkl,1611661327,POR,1,27.0,32,,601.1016666666667,62,126,0.492,0,3,0.0,31,35,0.886,41,107,148,32,18,17,32,56,155,-34,92.3,95.2,-2.9,0.548,0.492,0.131,0.1,0.072,0.202,0.134,0.131,1117,0.15,0.324,0.15,nba_api:leaguedashplayerstats
WNBA,2002,100393,La'Keshia Frett,1611661318,SAC,1,28.0,32,,645.595,84,187,0.449,5,15,0.333,14,17,0.824,30,65,95,23,5,19,27,70,187,-54,92.1,95.5,-3.4,0.481,0.463,0.166,0.075,0.049,0.109,0.079,0.072,1138,0.178,0.211,0.093,nba_api:leaguedashplayerstats
WNBA,2002,100733,LaNeishea Caufield,1611661319,UTA,1,23.0,8,,64.97833333333334,6,15,0.4,5,9,0.556,2,2,1.0,3,2,5,1,7,0,8,13,19,8,98.4,93.6,4.8,0.598,0.567,0.17,0.027,0.054,0.026,0.037,0.005,127,0.152,0.098,0.053,nba_api:leaguedashplayerstats
WNBA,2002,100677,LaQuanda Quick,1611661327,POR,1,23.0,17,,285.37666666666667,36,101,0.356,5,22,0.227,23,26,0.885,18,22,40,12,8,7,23,31,100,-38,89.3,96.6,-7.3,0.445,0.381,0.215,0.086,0.064,0.086,0.074,0.054,523,0.214,0.173,0.122,nba_api:leaguedashplayerstats
WNBA,2002,100242,LaTonya Johnson,1611661319,UTA,1,27.0,28,,271.2083333333333,25,76,0.329,10,32,0.313,15,20,0.75,8,11,19,10,7,2,15,36,75,17,103.2,100.9,2.2,0.442,0.395,0.159,0.068,0.031,0.043,0.037,0.001,536,0.136,0.098,0.096,nba_api:leaguedashplayerstats
WNBA,2002,100044,Lady Grooms,1611661318,SAC,1,32.0,32,,851.45,78,181,0.431,0,1,0.0,71,83,0.855,38,61,99,39,21,8,46,69,227,-160,89.7,99.7,-10.0,0.522,0.431,0.151,0.096,0.048,0.076,0.062,0.073,1517,0.167,0.164,0.124,nba_api:leaguedashplayerstats
WNBA,2002,100027,Latasha Byears,1611661320,LAS,1,29.0,26,,490.62833333333333,76,123,0.618,0,0,0.0,30,53,0.566,65,76,141,13,19,4,20,89,182,75,102.9,93.6,9.3,0.622,0.618,0.154,0.05,0.142,0.152,0.147,0.126,900,0.197,0.32,0.061,nba_api:leaguedashplayerstats
WNBA,2002,100682,Lauren Jackson,1611661328,SEA,1,22.0,28,,878.4983333333333,186,462,0.403,42,120,0.35,68,90,0.756,66,124,190,41,30,81,47,95,482,106,97.4,90.6,6.8,0.48,0.448,0.297,0.109,0.078,0.159,0.117,0.152,1554,0.318,0.275,0.113,nba_api:leaguedashplayerstats
WNBA,2002,100738,Lenae Williams,1611661321,DET,1,23.0,27,,179.20166666666665,30,101,0.297,13,54,0.241,0,5,0.0,7,12,19,4,4,0,14,15,73,-52,84.2,101.2,-17.0,0.354,0.361,0.284,0.059,0.035,0.071,0.051,-0.021,336,0.258,0.131,0.074,nba_api:leaguedashplayerstats
WNBA,2002,100746,Linda Frohlich,1611661313,NYL,1,24.0,16,,67.58333333333333,1,10,0.1,0,4,0.0,4,4,1.0,3,10,13,1,2,0,4,11,6,-2,83.3,83.6,-0.3,0.255,0.1,0.117,0.027,0.05,0.154,0.104,-0.03,120,0.06,0.26,0.043,nba_api:leaguedashplayerstats
WNBA,2002,100749,Lindsey Yamasaki,1611661326,MIA,1,23.0,15,,144.83833333333334,19,43,0.442,9,17,0.529,5,10,0.5,3,12,15,9,4,1,10,20,52,-14,99.6,104.1,-4.5,0.549,0.547,0.183,0.12,0.023,0.104,0.061,0.057,265,0.197,0.163,0.161,nba_api:leaguedashplayerstats
WNBA,2002,100378,Lisa Harrison,1611661317,PHO,1,32.0,32,,897.9833333333333,120,242,0.496,2,6,0.333,20,23,0.87,43,83,126,40,31,3,45,62,262,-123,92.4,99.3,-6.9,0.52,0.5,0.164,0.092,0.054,0.109,0.081,0.097,1561,0.182,0.2,0.129,nba_api:leaguedashplayerstats
WNBA,2002,100003,Lisa Leslie,1611661320,LAS,1,30.0,31,,1060.42,189,406,0.466,12,37,0.324,133,183,0.727,78,244,322,83,46,90,108,123,523,263,103.3,89.9,13.4,0.537,0.48,0.257,0.147,0.081,0.222,0.157,0.175,1977,0.256,0.337,0.166,nba_api:leaguedashplayerstats
WNBA,2002,100739,Lucienne Berthieu,1611661315,CLE,1,25.0,5,,16.06833333333333,3,7,0.429,0,1,0.0,2,4,0.5,3,1,4,0,0,0,0,5,8,-2,93.9,113.8,-19.9,0.457,0.429,0.225,0.0,0.188,0.0,0.0,-0.013,33,0.258,0.333,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100530,Lynn Pride,1611661324,MIN,1,24.0,31,,584.2133333333334,57,148,0.385,1,10,0.1,8,17,0.471,25,78,103,43,25,25,47,73,123,-14,91.9,92.6,-0.7,0.396,0.389,0.172,0.151,0.049,0.151,0.1,0.061,1002,0.134,0.234,0.195,nba_api:leaguedashplayerstats
WNBA,2002,100681,Maren Walseth,1611661322,WAS,1,24.0,18,,102.86666666666666,6,25,0.24,1,7,0.143,0,2,0.0,7,14,21,7,2,0,9,8,13,-18,82.3,94.3,-11.9,0.251,0.26,0.154,0.137,0.067,0.157,0.109,0.007,198,0.08,0.253,0.206,nba_api:leaguedashplayerstats
WNBA,2002,100239,Margo Dydek,1611661319,UTA,1,29.0,30,,877.0783333333334,139,319,0.436,2,8,0.25,114,135,0.844,52,210,262,71,25,107,96,99,394,129,100.4,94.6,5.8,0.521,0.439,0.246,0.156,0.068,0.23,0.156,0.175,1672,0.235,0.351,0.203,nba_api:leaguedashplayerstats
WNBA,2002,100685,Marie Ferdinand-Harris,1611661319,UTA,1,24.0,32,,1066.5883333333334,176,371,0.474,5,34,0.147,132,171,0.772,19,88,107,91,51,7,89,86,489,80,100.0,97.0,2.9,0.548,0.481,0.228,0.171,0.02,0.082,0.053,0.123,2003,0.244,0.12,0.226,nba_api:leaguedashplayerstats
WNBA,2002,100037,Marlies Askamp,1611661320,LAS,2,32.0,26,,286.6016666666667,30,65,0.462,0,1,0.0,12,25,0.48,30,30,60,7,12,5,12,34,72,-32,91.5,97.1,-5.6,0.474,0.462,0.144,0.051,0.108,0.118,0.113,0.069,516,0.153,0.263,0.067,nba_api:leaguedashplayerstats
WNBA,2002,100092,Merlakia Jones,1611661315,CLE,1,30.0,32,,1087.0266666666666,155,390,0.397,15,54,0.278,62,79,0.785,33,139,172,72,43,4,54,60,387,-62,94.8,97.2,-2.4,0.456,0.417,0.225,0.149,0.035,0.15,0.093,0.115,1832,0.223,0.213,0.18,nba_api:leaguedashplayerstats
WNBA,2002,100428,Mery Andrade,1611661315,CLE,1,27.0,32,,656.9233333333333,34,111,0.306,5,26,0.192,18,23,0.783,17,38,55,67,28,6,41,82,91,-73,88.4,93.9,-5.6,0.376,0.329,0.129,0.202,0.032,0.071,0.051,0.022,1094,0.094,0.122,0.268,nba_api:leaguedashplayerstats
WNBA,2002,100346,Michele Van Gorp,1611661324,MIN,1,26.0,22,,353.2,41,90,0.456,2,7,0.286,16,22,0.727,29,35,64,14,6,11,20,53,100,-5,91.5,90.8,0.7,0.502,0.467,0.167,0.085,0.095,0.11,0.103,0.067,609,0.18,0.23,0.109,nba_api:leaguedashplayerstats
WNBA,2002,100570,Michelle Marciniak,1611661328,SEA,1,29.0,23,,277.925,24,68,0.353,2,8,0.25,22,29,0.759,8,20,28,38,11,2,25,33,72,46,98.8,88.8,10.0,0.446,0.368,0.184,0.25,0.032,0.081,0.057,0.059,497,0.147,0.142,0.311,nba_api:leaguedashplayerstats
WNBA,2002,100729,Michelle Snow,1611661316,HOU,1,23.0,32,,478.635,45,96,0.469,1,2,0.5,34,57,0.596,31,88,119,13,12,26,22,59,125,58,92.0,85.2,6.8,0.516,0.474,0.154,0.056,0.082,0.178,0.136,0.114,828,0.164,0.32,0.078,nba_api:leaguedashplayerstats
WNBA,2002,100357,Monica Maxwell,1611661325,IND,1,26.0,18,,168.78166666666667,14,47,0.298,5,17,0.294,2,2,1.0,12,19,31,7,7,4,6,16,35,-11,84.9,87.8,-2.9,0.365,0.351,0.153,0.097,0.067,0.133,0.097,0.067,291,0.142,0.217,0.132,nba_api:leaguedashplayerstats
WNBA,2002,100036,Monique Ambers,1611661318,SAC,1,32.0,2,,3.85,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,2,160.0,100.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,5,0.0,0.0,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100199,Murriel Page,1611661322,WAS,1,27.0,32,,752.4016666666666,88,195,0.451,2,4,0.5,30,53,0.566,55,100,155,37,14,15,45,79,208,-20,94.4,95.4,-1.0,0.476,0.456,0.174,0.1,0.083,0.15,0.117,0.082,1279,0.172,0.264,0.125,nba_api:leaguedashplayerstats
WNBA,2002,100012,Mwadi Mabika,1611661320,LAS,1,26.0,32,,1048.1916666666666,188,444,0.423,64,175,0.366,99,118,0.839,32,135,167,92,38,9,62,90,539,214,102.4,91.8,10.6,0.543,0.495,0.246,0.172,0.034,0.126,0.083,0.148,1952,0.27,0.183,0.195,nba_api:leaguedashplayerstats
WNBA,2002,100518,Nadine Malcolm,1611661325,IND,1,27.0,29,,598.1216666666667,58,158,0.367,12,41,0.293,28,37,0.757,22,39,61,21,13,3,34,42,156,-74,91.6,98.4,-6.8,0.448,0.405,0.179,0.078,0.041,0.077,0.059,0.043,1000,0.17,0.145,0.106,nba_api:leaguedashplayerstats
WNBA,2002,100366,Natalie Williams,1611661319,UTA,1,32.0,31,,1006.915,124,285,0.435,5,12,0.417,98,132,0.742,105,150,255,38,38,16,72,122,351,13,99.3,99.3,0.0,0.512,0.444,0.185,0.071,0.116,0.15,0.134,0.1,1892,0.187,0.304,0.101,nba_api:leaguedashplayerstats
WNBA,2002,100478,Nicky McCrimmon,1611661320,LAS,1,31.0,32,,352.5416666666667,20,49,0.408,4,15,0.267,7,11,0.636,9,14,23,53,22,3,24,22,51,38,103.3,96.9,6.4,0.474,0.449,0.096,0.239,0.026,0.042,0.034,0.07,673,0.073,0.074,0.344,nba_api:leaguedashplayerstats
WNBA,2002,100650,Niele Ivey,1611661325,IND,1,25.0,31,,438.9683333333333,25,71,0.352,19,50,0.38,17,21,0.81,6,22,28,39,16,3,22,31,86,-27,94.8,99.2,-4.4,0.536,0.486,0.116,0.173,0.016,0.061,0.038,0.063,755,0.12,0.091,0.271,nba_api:leaguedashplayerstats
WNBA,2002,100198,Nikki McCray,1611661325,IND,1,31.0,32,,1059.5066666666667,132,318,0.415,21,66,0.318,84,103,0.816,29,68,97,70,28,3,82,73,369,-8,96.7,96.9,-0.2,0.508,0.448,0.21,0.147,0.03,0.076,0.053,0.08,1795,0.213,0.124,0.189,nba_api:leaguedashplayerstats
WNBA,2002,100724,Nikki Teasley,1611661320,LAS,1,24.0,32,,882.0666666666667,67,166,0.404,40,100,0.4,30,40,0.75,17,67,84,140,25,9,68,63,204,157,99.2,90.4,8.8,0.556,0.524,0.13,0.258,0.021,0.072,0.048,0.093,1663,0.124,0.106,0.346,nba_api:leaguedashplayerstats
WNBA,2002,100415,Nykesha Sales,1611661323,ORL,1,27.0,32,,1042.12,155,376,0.412,37,115,0.322,84,106,0.792,36,84,120,60,60,7,71,97,431,41,100.6,97.5,3.2,0.51,0.461,0.23,0.116,0.039,0.091,0.065,0.1,1847,0.232,0.167,0.163,nba_api:leaguedashplayerstats
WNBA,2002,100390,Oksana Zakaluzhnaya,1611661317,PHO,2,25.0,8,,46.42,3,9,0.333,0,0,0.0,2,4,0.5,0,3,3,0,0,1,4,7,8,-29,80.6,113.0,-32.4,0.372,0.333,0.138,0.0,0.0,0.077,0.032,-0.072,93,0.107,0.115,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100243,Olympia Scott,1611661325,IND,1,27.0,31,,974.4183333333333,113,232,0.487,0,4,0.0,66,82,0.805,80,131,211,52,38,13,69,127,292,-55,96.6,99.5,-2.9,0.545,0.487,0.174,0.118,0.092,0.162,0.125,0.106,1642,0.184,0.299,0.157,nba_api:leaguedashplayerstats
WNBA,2002,100479,Paige Sauer,1611661315,CLE,1,25.0,1,,6.8,0,3,0.0,0,0,0.0,0,0,0.0,1,1,2,0,1,0,1,0,0,-10,80.0,137.5,-57.5,0.0,0.0,0.211,0.0,0.0,0.0,0.0,-0.056,15,0.0,0.286,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100634,Penny Taylor,1611661315,CLE,1,22.0,30,,902.43,132,319,0.414,37,110,0.336,87,102,0.853,51,107,158,68,37,11,58,65,388,-3,97.8,98.2,-0.4,0.533,0.472,0.235,0.165,0.067,0.14,0.104,0.142,1527,0.26,0.236,0.204,nba_api:leaguedashplayerstats
WNBA,2002,100180,Pollyanna Johns Kimbrough,1611661326,MIA,1,27.0,31,,799.8083333333333,78,149,0.523,0,0,0.0,61,97,0.629,58,82,140,32,27,15,53,75,217,-10,91.0,91.6,-0.7,0.566,0.523,0.154,0.082,0.078,0.125,0.101,0.102,1363,0.175,0.253,0.11,nba_api:leaguedashplayerstats
WNBA,2002,100230,Quacy Barnes,1611661317,PHO,1,26.0,2,,13.466666666666667,0,7,0.0,0,0,0.0,3,4,0.75,0,1,1,0,1,2,0,1,3,-7,63.6,84.8,-21.2,0.171,0.0,0.231,0.0,0.0,0.0,0.0,-0.14,33,0.143,0.111,0.0,nba_api:leaguedashplayerstats
WNBA,2002,100002,Rebecca Lobo,1611661316,HOU,1,29.0,21,,135.09333333333333,15,32,0.469,3,7,0.429,1,4,0.25,9,14,23,12,1,5,11,10,34,8,92.6,89.1,3.5,0.504,0.516,0.17,0.179,0.08,0.122,0.101,0.091,229,0.16,0.213,0.261,nba_api:leaguedashplayerstats
WNBA,2002,100204,Rita Williams,1611661316,HOU,2,27.0,29,,568.1216666666667,44,146,0.301,19,73,0.26,32,44,0.727,10,33,43,50,32,2,39,45,139,-17,95.1,96.5,-1.4,0.42,0.366,0.179,0.183,0.019,0.068,0.042,0.051,981,0.149,0.103,0.263,nba_api:leaguedashplayerstats
WNBA,2002,100097,Rushia Brown,1611661315,CLE,1,31.0,28,,469.5566666666667,42,104,0.404,0,1,0.0,28,38,0.737,29,46,75,27,21,8,39,53,112,-37,91.1,95.1,-4.0,0.464,0.404,0.175,0.125,0.072,0.119,0.095,0.06,783,0.157,0.225,0.156,nba_api:leaguedashplayerstats
WNBA,2002,100656,Ruth Riley,1611661326,MIA,1,23.0,26,,520.6216666666667,60,129,0.465,0,0,0.0,28,46,0.609,24,66,90,25,11,41,49,87,148,-72,89.6,97.5,-7.8,0.496,0.465,0.199,0.102,0.055,0.152,0.104,0.056,869,0.19,0.26,0.136,nba_api:leaguedashplayerstats
WNBA,2002,100016,Ruthie Bolton,1611661318,SAC,1,36.0,32,,735.4966666666667,125,316,0.396,43,132,0.326,56,77,0.727,31,63,94,37,45,2,35,74,349,-67,95.4,101.8,-6.3,0.499,0.464,0.246,0.117,0.043,0.099,0.069,0.119,1316,0.278,0.18,0.134,nba_api:leaguedashplayerstats
WNBA,2002,100247,Sandy Brondello,1611661326,MIA,1,34.0,30,,762.15,97,266,0.365,14,44,0.318,55,67,0.821,7,34,41,46,26,4,40,40,263,-24,92.5,95.4,-2.9,0.445,0.391,0.222,0.126,0.011,0.055,0.032,0.073,1296,0.219,0.082,0.157,nba_api:leaguedashplayerstats
WNBA,2002,100683,Semeka Randall,1611661319,UTA,2,24.0,29,,596.3666666666667,65,173,0.376,4,21,0.19,58,80,0.725,42,47,89,37,24,2,46,49,192,-44,93.4,97.3,-3.9,0.461,0.387,0.203,0.129,0.076,0.094,0.085,0.069,1061,0.194,0.198,0.166,nba_api:leaguedashplayerstats
WNBA,2002,100350,Shalonda Enis,1611661314,CHA,1,28.0,4,,59.733333333333334,5,18,0.278,0,3,0.0,9,9,1.0,6,3,9,3,1,2,1,4,19,23,119.6,98.9,20.7,0.433,0.278,0.187,0.097,0.109,0.063,0.087,0.087,97,0.164,0.173,0.143,nba_api:leaguedashplayerstats
