LEAGUE,SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,MIN,PTS,REB,AST,USG_PCT,TS_PCT,PIE,WIN_SHARES
WNBA,2002,100386,Claudia Neves,1611661326,MIA,19,9.4,1.9,0.4,1.1,0.131,0.499,0.055,
WNBA,2002,100797,Claudia Neves,1611661326,MIA,1,17.3,0.0,0.0,4.0,0.065,0.0,0.0,
WNBA,2002,100690,Coco Miller,1611661322,WAS,32,28.0,9.3,3.6,2.6,0.188,0.516,0.1,
WNBA,2002,100217,Coquese Washington,1611661325,IND,32,21.0,3.9,2.3,2.5,0.129,0.478,0.077,
WNBA,2002,100345,Crystal Robinson,1611661313,NYL,32,33.3,11.8,2.8,2.5,0.186,0.566,0.117,
WNBA,2002,100730,Danielle Crockrom,1611661319,UTA,18,4.6,1.6,0.7,0.1,0.179,0.436,0.059,
WNBA,2002,100471,Danielle McCulley,1611661328,SEA,4,10.7,0.5,1.8,0.3,0.153,0.078,-0.119,
WNBA,2002,100743,Davalyn Cunningham,1611661323,ORL,6,3.6,0.0,0.3,0.0,0.133,0.0,-0.163,
WNBA,2002,100372,Dawn Staley,1611661314,CHA,32,33.2,8.8,1.8,5.1,0.172,0.506,0.09,
WNBA,2002,100396,DeLisha Milton-Jones,1611661320,LAS,32,30.1,11.3,6.6,1.4,0.197,0.571,0.115,
WNBA,2002,100533,DeMya Walker,1611661327,POR,31,27.4,10.9,5.0,1.6,0.233,0.516,0.099,
WNBA,2002,100727,Deanna Jackson,1611661315,CLE,18,8.0,3.1,1.5,0.3,0.216,0.486,0.112,
WNBA,2002,100639,Deanna Nolan,1611661321,DET,32,25.1,8.7,2.7,1.9,0.186,0.525,0.088,
WNBA,2002,100359,Debbie Black,1611661326,MIA,32,28.1,4.8,3.8,4.3,0.117,0.438,0.136,
WNBA,2002,100384,Dominique Canty,1611661321,DET,28,22.4,5.7,2.5,3.0,0.182,0.427,0.066,
WNBA,2002,100375,Edna Campbell,1611661318,SAC,1,12.3,4.0,1.0,0.0,0.179,0.4,0.105,
WNBA,2002,100492,Edwina Brown,1611661321,DET,28,19.6,4.1,2.9,2.1,0.175,0.398,0.036,
WNBA,2002,100414,Elaine Powell,1611661321,DET,30,23.5,7.9,3.2,3.0,0.208,0.474,0.126,
WNBA,2002,100500,Elena Shakirova,1611661314,CHA,1,5.4,1.0,1.0,0.0,0.083,0.568,0.079,
WNBA,2002,100601,Elisa Aguilar,1611661319,UTA,28,5.0,1.5,0.4,0.6,0.143,0.596,0.107,
WNBA,2002,100812,Erika de Souza,1611661320,LAS,11,3.8,1.1,1.3,0.2,0.225,0.326,-0.098,
WNBA,2002,100659,Erin Perperoglou,1611661314,CHA,29,13.5,3.3,3.1,0.6,0.162,0.485,0.073,
WNBA,2002,100748,Felicia Ragland,1611661328,SEA,31,14.0,4.5,1.5,0.7,0.179,0.513,0.072,
WNBA,2002,100707,Georgia Schweitzer,1611661324,MIN,30,17.1,4.1,1.7,1.2,0.124,0.619,0.108,
WNBA,2002,100394,Gordana Grubin,1611661317,PHO,32,26.9,9.9,2.0,3.3,0.218,0.478,0.094,
WNBA,2002,100482,Grace Daley,1611661316,HOU,23,7.9,2.7,1.0,0.7,0.205,0.546,0.07,
WNBA,2002,100731,Hamchetou Maiga-Ba,1611661318,SAC,23,8.5,1.7,1.6,0.4,0.201,0.302,-0.057,
WNBA,2002,100694,Helen Luz,1611661322,WAS,32,14.8,5.8,1.0,1.5,0.204,0.602,0.101,
WNBA,2002,100796,Iziane Castro Marques,1611661326,MIA,19,9.4,3.5,0.9,0.4,0.268,0.398,-0.007,
WNBA,2002,100680,Jackie Moore,1611661325,IND,18,7.3,2.3,1.6,0.2,0.216,0.476,0.064,
WNBA,2002,100676,Jackie Stiles,1611661327,POR,21,18.3,6.0,0.9,1.0,0.2,0.422,0.007,
WNBA,2002,100541,Jamie Redd,1611661328,SEA,10,11.2,5.2,1.3,0.7,0.197,0.662,0.114,
WNBA,2002,100660,Janell Burse,1611661324,MIN,31,11.1,2.7,1.9,0.2,0.17,0.42,0.007,
WNBA,2002,100075,Janeth Arcain,1611661316,HOU,32,34.9,11.4,3.9,2.7,0.192,0.519,0.129,
WNBA,2002,100635,Jaynetta Saunders,1611661317,PHO,28,10.7,3.5,1.4,0.8,0.211,0.423,0.082,
WNBA,2002,100382,Jennifer Azzi,1611661319,UTA,32,36.0,9.6,2.2,4.9,0.122,0.628,0.094,
WNBA,2002,100030,Jennifer Gillom,1611661317,PHO,31,28.2,15.3,3.7,1.2,0.285,0.517,0.117,
WNBA,2002,100338,Jennifer Rizzotti,1611661315,CLE,26,26.6,6.8,2.7,3.3,0.144,0.583,0.104,
WNBA,2002,100678,Jenny Mowe,1611661327,POR,5,2.9,0.2,0.2,0.0,0.088,0.266,-0.214,
WNBA,2002,100048,Jessie Hicks,1611661323,ORL,31,15.2,6.1,3.3,0.7,0.233,0.526,0.085,
WNBA,2002,100741,Jill Chapman-Daily,1611661321,DET,19,6.3,1.2,1.4,0.0,0.132,0.388,0.002,
WNBA,2002,100544,Kamila Vodichkova,1611661328,SEA,32,25.5,9.2,5.5,1.5,0.193,0.537,0.122,
WNBA,2002,100340,Kara Wolters,1611661318,SAC,14,5.6,1.7,1.6,0.2,0.224,0.37,0.004,
WNBA,2002,100487,Kate Paye,1611661328,SEA,19,5.9,1.1,0.4,0.3,0.114,0.528,-0.031,
WNBA,2002,100422,Kate Starbird,1611661328,SEA,24,11.5,3.3,1.1,0.8,0.141,0.519,0.082,
WNBA,2002,100666,Katie Douglas,1611661323,ORL,32,25.9,8.5,4.2,1.7,0.165,0.578,0.136,
WNBA,2002,100404,Katie Smith,1611661324,MIN,31,36.7,16.5,3.0,2.5,0.239,0.547,0.124,
WNBA,2002,100548,Katryna Gaither,1611661322,WAS,2,3.1,0.0,0.5,0.5,0.125,0.0,-0.333,
WNBA,2002,100759,Kayte Christensen,1611661317,PHO,30,13.8,4.0,2.7,0.5,0.164,0.543,0.073,
WNBA,2002,100421,Kedra Holland-Corn,1611661318,SAC,32,28.2,9.3,2.8,2.0,0.219,0.448,0.056,
WNBA,2002,100553,Keisha Anderson,1611661314,CHA,7,4.4,1.0,0.9,0.7,0.238,0.292,0.014,
WNBA,2002,100504,Kelley Gibson,1611661316,HOU,29,9.6,2.1,0.7,0.5,0.156,0.52,0.049,
WNBA,2002,100627,Kelly Miller,1611661314,CHA,32,17.3,6.6,2.1,1.5,0.202,0.545,0.123,
WNBA,2002,100640,Kelly Santos,1611661321,DET,12,14.1,3.7,2.7,0.6,0.18,0.433,0.053,
WNBA,2002,100648,Kelly Schumacher,1611661325,IND,31,11.4,3.5,1.9,0.4,0.17,0.538,0.083,
WNBA,2002,100651,Kiesha Brown,1611661322,WAS,18,6.0,1.6,0.7,0.3,0.182,0.385,0.06,
WNBA,2002,100250,Korie Hlede,1611661313,NYL,16,8.2,1.6,1.0,0.8,0.182,0.434,-0.023,
WNBA,2002,100552,Kristen Rasmussen,1611661326,MIA,31,21.8,5.5,3.8,1.3,0.129,0.624,0.124,
WNBA,2002,100670,Kristen Veal,1611661317,PHO,23,15.7,3.1,1.2,1.8,0.165,0.419,0.012,
WNBA,2002,100222,Kristi Harrower,1611661324,MIN,27,17.8,3.6,1.7,2.0,0.137,0.483,0.094,
WNBA,2002,100400,Kristin Folkl,1611661327,POR,32,18.8,4.8,4.6,1.0,0.131,0.548,0.131,
WNBA,2002,100393,La'Keshia Frett,1611661318,SAC,32,20.2,5.8,3.0,0.7,0.166,0.481,0.072,
WNBA,2002,100733,LaNeishea Caufield,1611661319,UTA,8,8.1,2.4,0.6,0.1,0.17,0.598,0.005,
WNBA,2002,100677,LaQuanda Quick,1611661327,POR,17,16.8,5.9,2.4,0.7,0.215,0.445,0.054,
WNBA,2002,100242,LaTonya Johnson,1611661319,UTA,28,9.7,2.7,0.7,0.4,0.159,0.442,0.001,
WNBA,2002,100044,Lady Grooms,1611661318,SAC,32,26.6,7.1,3.1,1.2,0.151,0.522,0.073,
WNBA,2002,100027,Latasha Byears,1611661320,LAS,26,18.9,7.0,5.4,0.5,0.154,0.622,0.126,
WNBA,2002,100682,Lauren Jackson,1611661328,SEA,28,31.4,17.2,6.8,1.5,0.297,0.48,0.152,
WNBA,2002,100738,Lenae Williams,1611661321,DET,27,6.6,2.7,0.7,0.1,0.284,0.354,-0.021,
WNBA,2002,100746,Linda Frohlich,1611661313,NYL,16,4.2,0.4,0.8,0.1,0.117,0.255,-0.03,
WNBA,2002,100749,Lindsey Yamasaki,1611661326,MIA,15,9.7,3.5,1.0,0.6,0.183,0.549,0.057,
WNBA,2002,100378,Lisa Harrison,1611661317,PHO,32,28.1,8.2,3.9,1.3,0.164,0.52,0.097,
WNBA,2002,100003,Lisa Leslie,1611661320,LAS,31,34.2,16.9,10.4,2.7,0.257,0.537,0.175,
WNBA,2002,100739,Lucienne Berthieu,1611661315,CLE,5,3.2,1.6,0.8,0.0,0.225,0.457,-0.013,
WNBA,2002,100530,Lynn Pride,1611661324,MIN,31,18.8,4.0,3.3,1.4,0.172,0.396,0.061,
WNBA,2002,100681,Maren Walseth,1611661322,WAS,18,5.7,0.7,1.2,0.4,0.154,0.251,0.007,
WNBA,2002,100239,Margo Dydek,1611661319,UTA,30,29.2,13.1,8.7,2.4,0.246,0.521,0.175,
WNBA,2002,100685,Marie Ferdinand-Harris,1611661319,UTA,32,33.3,15.3,3.3,2.8,0.228,0.548,0.123,
WNBA,2002,100037,Marlies Askamp,1611661320,LAS,26,11.0,2.8,2.3,0.3,0.144,0.474,0.069,
WNBA,2002,100092,Merlakia Jones,1611661315,CLE,32,34.0,12.1,5.4,2.3,0.225,0.456,0.115,
WNBA,2002,100428,Mery Andrade,1611661315,CLE,32,20.5,2.8,1.7,2.1,0.129,0.376,0.022,
WNBA,2002,100346,Michele Van Gorp,1611661324,MIN,22,16.1,4.5,2.9,0.6,0.167,0.502,0.067,
WNBA,2002,100570,Michelle Marciniak,1611661328,SEA,23,12.1,3.1,1.2,1.7,0.184,0.446,0.059,
WNBA,2002,100729,Michelle Snow,1611661316,HOU,32,15.0,3.9,3.7,0.4,0.154,0.516,0.114,
WNBA,2002,100357,Monica Maxwell,1611661325,IND,18,9.4,1.9,1.7,0.4,0.153,0.365,0.067,
WNBA,2002,100036,Monique Ambers,1611661318,SAC,2,1.9,0.0,0.0,0.0,0.0,0.0,-0.25,
WNBA,2002,100199,Murriel Page,1611661322,WAS,32,23.5,6.5,4.8,1.2,0.174,0.476,0.082,
WNBA,2002,100012,Mwadi Mabika,1611661320,LAS,32,32.8,16.8,5.2,2.9,0.246,0.543,0.148,
WNBA,2002,100518,Nadine Malcolm,1611661325,IND,29,20.6,5.4,2.1,0.7,0.179,0.448,0.043,
WNBA,2002,100366,Natalie Williams,1611661319,UTA,31,32.5,11.3,8.2,1.2,0.185,0.512,0.1,
WNBA,2002,100478,Nicky McCrimmon,1611661320,LAS,32,11.0,1.6,0.7,1.7,0.096,0.474,0.07,
WNBA,2002,100650,Niele Ivey,1611661325,IND,31,14.2,2.8,0.9,1.3,0.116,0.536,0.063,
WNBA,2002,100198,Nikki McCray,1611661325,IND,32,33.1,11.5,3.0,2.2,0.21,0.508,0.08,
WNBA,2002,100724,Nikki Teasley,1611661320,LAS,32,27.6,6.4,2.6,4.4,0.13,0.556,0.093,
WNBA,2002,100415,Nykesha Sales,1611661323,ORL,32,32.6,13.5,3.8,1.9,0.23,0.51,0.1,
WNBA,2002,100390,Oksana Zakaluzhnaya,1611661317,PHO,8,5.8,1.0,0.4,0.0,0.138,0.372,-0.072,
WNBA,2002,100243,Olympia Scott,1611661325,IND,31,31.4,9.4,6.8,1.7,0.174,0.545,0.106,
WNBA,2002,100479,Paige Sauer,1611661315,CLE,1,6.8,0.0,2.0,0.0,0.211,0.0,-0.056,
WNBA,2002,100634,Penny Taylor,1611661315,CLE,30,30.1,12.9,5.3,2.3,0.235,0.533,0.142,
WNBA,2002,100180,Pollyanna Johns Kimbrough,1611661326,MIA,31,25.8,7.0,4.5,1.0,0.154,0.566,0.102,
WNBA,2002,100230,Quacy Barnes,1611661317,PHO,2,6.7,1.5,0.5,0.0,0.231,0.171,-0.14,
WNBA,2002,100002,Rebecca Lobo,1611661316,HOU,21,6.4,1.6,1.1,0.6,0.17,0.504,0.091,
WNBA,2002,100204,Rita Williams,1611661316,HOU,29,19.6,4.8,1.5,1.7,0.179,0.42,0.051,
WNBA,2002,100097,Rushia Brown,1611661315,CLE,28,16.8,4.0,2.7,1.0,0.175,0.464,0.06,
WNBA,2002,100656,Ruth Riley,1611661326,MIA,26,20.0,5.7,3.5,1.0,0.199,0.496,0.056,
WNBA,2002,100016,Ruthie Bolton,1611661318,SAC,32,23.0,10.9,2.9,1.2,0.246,0.499,0.119,
WNBA,2002,100247,Sandy Brondello,1611661326,MIA,30,25.4,8.8,1.4,1.5,0.222,0.445,0.073,
WNBA,2002,100683,Semeka Randall,1611661319,UTA,29,20.6,6.6,3.1,1.3,0.203,0.461,0.069,
WNBA,2002,100350,Shalonda Enis,1611661314,CHA,4,14.9,4.8,2.3,0.8,0.187,0.433,0.087,
WNBA,2002,100490,Shanele Stires,1611661324,MIN,9,2.2,0.7,0.7,0.1,0.149,0.615,0.07,
WNBA,2002,100410,Shannon Johnson,1611661323,ORL,31,35.9,16.1,4.2,5.3,0.256,0.516,0.141,
WNBA,2002,100560,Shantia Owens,1611661314,CHA,2,2.8,0.0,1.0,0.0,0.0,0.0,0.105,
WNBA,2002,100728,Shaunzinski Gortman,1611661324,MIN,29,12.6,3.1,2.1,0.7,0.171,0.451,0.073,
WNBA,2002,100512,Shea Mahoney,1611661317,PHO,3,4.4,1.7,0.7,0.3,0.16,0.727,0.026,
WNBA,2002,100726,Sheila Lambert,1611661314,CHA,3,5.1,0.7,1.0,1.0,0.161,0.333,0.073,
WNBA,2002,100416,Sheri Sam,1611661326,MIA,32,33.7,14.5,4.8,2.6,0.258,0.483,0.138,
WNBA,2002,100072,Sheryl Swoopes,1611661316,HOU,32,36.1,18.5,4.9,3.3,0.291,0.513,0.2,
WNBA,2002,100111,Simone Edwards,1611661328,SEA,32,21.7,7.0,4.4,0.6,0.16,0.586,0.12,
WNBA,2002,100713,Slobodanka Tuvic,1611661317,PHO,26,12.4,3.3,2.4,0.4,0.177,0.472,0.043,
WNBA,2002,100336,Sonja Henning,1611661316,HOU,31,23.5,2.0,2.7,2.1,0.085,0.385,0.054,
WNBA,2002,100105,Sophia Witherspoon,1611661320,LAS,31,11.6,5.1,0.9,0.9,0.194,0.579,0.107,
WNBA,2002,100722,Stacey Dales,1611661322,WAS,31,25.6,9.6,2.6,2.7,0.205,0.551,0.088,
WNBA,2002,100599,Stacey Ford,1611661318,SAC,5,2.5,0.4,0.4,0.2,0.095,0.347,-0.022,
WNBA,2002,100532,Stacey Thomas,1611661327,POR,32,19.5,4.5,2.9,2.1,0.159,0.409,0.079,
WNBA,2002,100534,Stacy Clinesmith,1611661321,DET,12,8.7,2.3,0.4,1.4,0.136,0.571,0.092,
WNBA,2002,100720,Sue Bird,1611661328,SEA,32,35.1,14.4,2.6,6.0,0.225,0.543,0.146,
WNBA,2002,100104,Sue Wicks,1611661313,NYL,30,14.3,2.2,3.4,0.5,0.132,0.403,0.062,
WNBA,2002,100446,Summer Erb,1611661314,CHA,31,11.1,2.8,2.3,0.3,0.16,0.603,0.053,
WNBA,2002,100799,Susanna Bonfiglio,1611661317,PHO,22,14.0,4.8,1.7,1.0,0.181,0.525,0.092,
WNBA,2002,100658,Svetlana Abrosimova,1611661324,MIN,27,29.9,11.6,5.4,2.2,0.274,0.428,0.076,
WNBA,2002,100721,Swin Cash,1611661321,DET,32,33.7,14.8,6.9,2.7,0.239,0.523,0.143,
WNBA,2002,100529,Sylvia Crawley,1611661327,POR,32,25.7,8.7,4.2,1.5,0.218,0.448,0.072,
WNBA,2002,100754,TaKeisha Lewis,1611661328,SEA,14,4.0,1.3,1.7,0.2,0.194,0.502,0.124,
WNBA,2002,100412,Taj McWilliams-Franklin,1611661323,ORL,13,29.4,8.5,4.8,1.0,0.15,0.575,0.109,
WNBA,2002,100734,Tamara Moore,1611661324,MIN,31,23.8,7.2,2.7,2.8,0.206,0.498,0.076,
WNBA,2002,100008,Tamecka Dixon,1611661320,LAS,30,32.0,10.6,3.1,4.0,0.206,0.461,0.077,
WNBA,2002,100496,Tamicha Jackson,1611661327,POR,32,21.6,9.8,1.8,3.0,0.252,0.491,0.121,
WNBA,2002,100646,Tamika Catchings,1611661325,IND,32,36.5,18.6,8.6,3.7,0.26,0.572,0.217,
WNBA,2002,100725,Tamika Raymond,1611661324,MIN,31,33.1,10.1,7.4,1.6,0.166,0.585,0.153,
WNBA,2002,100347,Tamika Whitmore,1611661313,NYL,32,30.6,12.7,4.4,0.7,0.226,0.54,0.123,
WNBA,2002,100077,Tammy Jackson,1611661316,HOU,5,14.0,1.2,2.6,0.2,0.108,0.338,0.008,
WNBA,2002,100628,Tammy Sutton-Brown,1611661314,CHA,32,27.7,11.9,6.0,0.5,0.212,0.596,0.119,
WNBA,2002,100236,Tangela Smith,1611661318,SAC,32,33.2,14.7,5.9,1.3,0.248,0.489,0.113,
WNBA,2002,100413,Tari Phillips,1611661313,NYL,32,31.6,14.1,7.0,1.3,0.268,0.526,0.142,
WNBA,2002,100555,Tausha Mills,1611661322,WAS,4,4.4,0.0,0.8,0.0,0.189,0.0,-0.161,
WNBA,2002,100101,Teresa Weatherspoon,1611661313,NYL,32,29.8,3.4,2.7,5.7,0.119,0.392,0.073,
WNBA,2002,100234,Ticha Penicheiro,1611661318,SAC,24,35.5,8.5,4.3,8.0,0.157,0.497,0.168,
WNBA,2002,100233,Tiffani Johnson,1611661316,HOU,32,25.4,6.3,5.4,1.2,0.147,0.494,0.113,
WNBA,2002,100521,Tiffany McCain,1611661323,ORL,16,3.0,0.4,0.2,0.1,0.135,0.298,-0.093,
WNBA,2002,100076,Tina Thompson,1611661316,HOU,29,36.2,16.7,7.5,2.1,0.266,0.53,0.15,
WNBA,2002,100398,Tonya Edwards,1611661314,CHA,29,10.4,3.9,1.4,0.8,0.233,0.47,0.111,
WNBA,2002,100557,Tonya Massaline,1611661322,WAS,25,11.6,2.9,1.5,0.6,0.177,0.398,0.052,
WNBA,2002,100430,Tracy Henderson,1611661315,CLE,23,7.2,1.4,1.5,0.1,0.168,0.42,0.014,
WNBA,2002,100182,Tracy Reid,1611661317,PHO,24,17.5,4.7,3.2,0.6,0.189,0.437,0.064,
WNBA,2002,100237,Tricia Bader Binford,1611661315,CLE,18,7.3,0.7,0.4,0.8,0.128,0.234,0.032,
WNBA,2002,100427,Trisha Stafford-Odom,1611661326,MIA,6,6.2,1.3,1.0,0.3,0.186,0.42,-0.026,
WNBA,2002,100284,Tully Bevilaqua,1611661327,POR,27,15.5,3.1,1.2,1.6,0.119,0.569,0.067,
WNBA,2002,100643,Tynesha Lewis,1611661316,HOU,17,8.6,2.0,1.1,0.5,0.149,0.507,0.052,
WNBA,2002,100392,Ukari Figgs,1611661327,POR,31,28.0,8.5,2.6,3.4,0.17,0.507,0.115,
WNBA,2002,100389,Val Whiting,1611661324,MIN,6,8.7,2.2,1.5,0.8,0.228,0.356,-0.013,
WNBA,2002,100215,Vanessa Nygaard,1611661326,MIA,29,15.3,4.1,2.3,0.3,0.137,0.562,0.081,
WNBA,2002,100476,Vedrana Grgin Fonseca,1611661320,LAS,12,6.5,2.6,0.7,0.1,0.211,0.48,0.003,
WNBA,2002,100458,Vicki Hall,1611661320,LAS,3,6.4,2.3,0.7,0.3,0.143,0.608,0.086,
WNBA,2002,100103,Vickie Johnson,1611661313,NYL,31,33.1,11.6,3.5,2.8,0.189,0.541,0.129,
WNBA,2002,100058,Vicky Bullett,1611661322,WAS,32,29.5,8.5,5.8,1.6,0.162,0.535,0.132,
WNBA,2002,100046,Wendy Palmer,1611661323,ORL,32,30.1,11.4,5.9,1.3,0.199,0.533,0.118,
WNBA,2002,100419,Yolanda Griffith,1611661318,SAC,17,34.0,16.9,8.7,1.1,0.233,0.613,0.163,
WNBA,2002,100737,Zuzana Klimesova,1611661325,IND,11,3.5,0.5,0.5,0.2,0.182,0.201,-0.026,
WNBA,2003,100231,Adia Barnes,1611661328,SEA,16,24.8,5.5,4.1,1.4,0.138,0.472,0.057,
WNBA,2003,100526,Adrian Williams-Strong,1611661317,PHO,34,29.0,9.8,7.4,0.9,0.225,0.43,0.113,
WNBA,2003,100363,Adrienne Goodson,1611661319,SAN,33,29.4,11.2,5.6,2.2,0.232,0.462,0.094,
WNBA,2003,100100,Adrienne Johnson,1611661323,CON,34,17.3,5.1,1.7,0.5,0.184,0.421,0.048,
WNBA,2003,100860,Aiysha Smith,1611661322,WAS,31,13.7,3.4,2.1,0.3,0.176,0.385,0.019,
WNBA,2003,100429,Alisa Burras,1611661328,SEA,27,10.0,3.3,2.3,0.2,0.204,0.512,0.036,
WNBA,2003,100170,Allison Feaster,1611661314,CHA,34,32.3,12.4,3.3,2.1,0.223,0.512,0.107,
WNBA,2003,100642,Amanda Lassiter,1611661324,MIN,32,23.0,5.1,3.5,1.3,0.139,0.482,0.059,
WNBA,2003,100059,Andrea Stinson,1611661314,CHA,34,29.4,11.1,4.1,2.9,0.219,0.53,0.141,
WNBA,2003,100493,Anna DeForge,1611661317,PHO,34,31.4,11.9,3.1,2.1,0.198,0.523,0.124,
WNBA,2003,100401,Annie Burgess,1611661322,WAS,34,24.6,3.9,2.3,3.3,0.11,0.452,0.067,
WNBA,2003,100723,Asjha Jones,1611661323,CON,34,22.2,8.5,4.0,1.5,0.23,0.478,0.069,
WNBA,2003,100387,Astou Ndiaye-Diatta,1611661325,IND,11,6.4,1.8,1.3,0.1,0.185,0.457,0.068,
WNBA,2003,100740,Ayana Walker,1611661321,DET,34,7.8,1.6,2.1,0.3,0.161,0.353,0.047,
WNBA,2003,100494,Barbara Farris,1611661321,DET,34,15.2,3.7,2.4,0.7,0.148,0.501,0.044,
WNBA,2003,100342,Becky Hammon,1611661313,NYL,11,23.2,14.7,1.9,1.6,0.261,0.771,0.205,
WNBA,2003,100862,Bethany Donaphin,1611661313,NYL,1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,
WNBA,2003,100484,Betty Lennox,1611661328,SEA,34,16.5,7.6,2.6,0.9,0.298,0.453,0.061,
WNBA,2003,100031,Bridget Pettis,1611661325,IND,31,4.7,1.6,0.6,0.3,0.205,0.412,0.031,
WNBA,2003,100667,Brooke Wyckoff,1611661323,CON,34,22.1,4.6,4.3,1.0,0.127,0.494,0.059,
WNBA,2003,100356,Chamique Holdsclaw,1611661322,WAS,27,35.1,20.5,10.9,3.3,0.311,0.505,0.192,
WNBA,2003,100870,Chandra Johnson,1611661320,LAS,8,5.7,0.8,0.8,0.4,0.12,0.444,-0.004,
WNBA,2003,100873,Chantelle Anderson,1611661318,SAC,26,6.5,1.6,0.9,0.2,0.179,0.426,-0.023,
WNBA,2003,100371,Charlotte Smith,1611661314,CHA,27,16.4,3.5,2.2,0.7,0.159,0.417,0.018,
WNBA,2003,100179,Charmin Smith,1611661317,PHO,4,4.4,0.0,1.0,0.3,0.065,0.0,0.02,
WNBA,2003,100433,Chasity Melvin,1611661322,WAS,34,31.3,13.1,6.3,1.5,0.221,0.541,0.132,
WNBA,2003,100843,Cheryl Ford,1611661321,DET,32,29.9,10.8,10.4,0.8,0.193,0.526,0.145,
WNBA,2003,100690,Coco Miller,1611661322,WAS,33,32.5,12.5,3.8,2.6,0.2,0.509,0.095,
WNBA,2003,100217,Coquese Washington,1611661325,IND,20,17.5,3.2,1.5,2.4,0.144,0.433,0.05,
WNBA,2003,100848,Coretta Brown,1611661325,IND,30,17.4,6.2,1.4,1.0,0.197,0.521,0.079,
WNBA,2003,100827,Courtney Coleman,1611661323,CON,20,7.1,1.8,1.1,0.1,0.15,0.542,0.028,
WNBA,2003,100345,Crystal Robinson,1611661313,NYL,33,32.6,12.0,2.1,1.9,0.187,0.563,0.093,
WNBA,2003,100073,Cynthia Cooper,1611661316,HOU,4,36.2,16.0,2.5,5.5,0.226,0.636,0.139,
WNBA,2003,100364,Dalma Ivanyi,1611661317,PHO,4,8.6,1.5,1.0,0.5,0.13,0.375,0.014,
WNBA,2003,100471,Danielle McCulley,1611661328,SEA,7,3.5,0.3,0.1,0.0,0.189,0.167,-0.212,
WNBA,2003,100372,Dawn Staley,1611661314,CHA,34,31.9,7.9,1.7,5.1,0.153,0.542,0.108,
WNBA,2003,100396,DeLisha Milton-Jones,1611661320,LAS,31,35.0,13.4,7.1,2.1,0.203,0.532,0.12,
WNBA,2003,100533,DeMya Walker,1611661318,SAC,34,21.7,9.0,4.4,1.4,0.238,0.503,0.101,
WNBA,2003,100727,Deanna Jackson,1611661325,IND,34,22.4,7.2,2.6,1.5,0.168,0.535,0.079,
WNBA,2003,100639,Deanna Nolan,1611661321,DET,32,29.8,12.4,3.3,2.6,0.2,0.559,0.127,
WNBA,2003,100359,Debbie Black,1611661323,CON,34,10.9,1.6,1.5,1.4,0.116,0.382,0.092,
WNBA,2003,100384,Dominique Canty,1611661316,HOU,32,20.3,5.4,3.1,1.8,0.184,0.463,0.072,
WNBA,2003,100375,Edna Campbell,1611661318,SAC,34,21.2,7.9,2.1,1.3,0.193,0.516,0.099,
WNBA,2003,100760,Edniesha Curry,1611661317,PHO,20,10.2,1.7,0.6,1.2,0.118,0.454,0.043,
WNBA,2003,100492,Edwina Brown,1611661317,PHO,34,15.5,3.5,2.1,1.8,0.203,0.344,0.068,
WNBA,2003,100414,Elaine Powell,1611661321,DET,33,28.5,9.0,3.2,3.9,0.172,0.529,0.111,
WNBA,2003,100043,Elena Baranova,1611661313,NYL,33,25.8,8.4,5.5,1.9,0.198,0.51,0.124,
WNBA,2003,100659,Erin Perperoglou,1611661314,CHA,14,3.2,0.6,0.3,0.2,0.112,0.461,0.008,
WNBA,2003,100835,Erin Thorn,1611661313,NYL,23,7.8,1.9,0.5,0.7,0.166,0.474,0.066,
WNBA,2003,100748,Felicia Ragland,1611661316,HOU,3,12.9,1.7,0.7,0.7,0.172,0.194,-0.108,
WNBA,2003,100707,Georgia Schweitzer,1611661324,MIN,16,7.3,0.9,1.1,0.4,0.1,0.441,0.051,
WNBA,2003,100736,Gergana Slavtcheva,1611661317,PHO,2,6.0,0.0,0.0,0.5,0.158,0.0,-0.667,
WNBA,2003,100482,Grace Daley,1611661317,PHO,3,9.1,0.7,0.7,1.0,0.151,0.2,-0.038,
WNBA,2003,100867,Gwen Jackson,1611661319,SAN,33,29.6,8.8,6.2,0.6,0.174,0.445,0.076,
WNBA,2003,100731,Hamchetou Maiga-Ba,1611661318,SAC,22,8.7,1.9,1.7,0.6,0.185,0.345,0.048,
WNBA,2003,100457,Helen Darling,1611661324,MIN,34,24.4,4.1,2.6,3.8,0.137,0.438,0.062,
WNBA,2003,100694,Helen Luz,1611661322,WAS,20,8.3,3.0,0.5,1.1,0.194,0.514,0.078,
WNBA,2003,100373,Itoro Umoh-Coleman,1611661316,HOU,3,1.7,0.0,0.0,0.3,0.111,0.0,-0.071,
WNBA,2003,100796,Iziane Castro Marques,1611661317,PHO,16,11.1,4.3,0.8,0.6,0.227,0.437,0.058,
WNBA,2003,100660,Janell Burse,1611661328,SEA,29,15.1,7.1,3.7,0.7,0.248,0.554,0.126,
WNBA,2003,100075,Janeth Arcain,1611661316,HOU,34,33.5,11.5,4.0,2.0,0.187,0.534,0.12,
WNBA,2003,100382,Jennifer Azzi,1611661319,SAN,34,33.4,7.6,2.7,3.3,0.124,0.543,0.078,
